,question,answer,ground_truth
10,¿Qué valor tienen los usos y costumbres?,"Los usos y costumbres son valores que tienen un importancia significativa en la sociedad, pero no están regulados por leyes, conveniones o contratos. En defecto de disposiciones legales, convencionales o contractuales, los usos y costumbres solo se aplicarán. Los trabajadores no pueden disponer válidamente de los derechos reconocidos por disposiciones legales de derecho necesario, incluso si son reconocidos como indisponibles por convención colectiva.","usos y costumbres solo se aplicarán en defecto de disposiciones legales, convencionales o contractuales, a no ser que cuenten con una recepción o remisión expresa."
11,¿Son renunciables los derechos laborales reconocidos? ¿Se puede disponer de los derechos del trabajador? ¿Se puede compensar económicamente los derechos de los trabajadores? ¿Podrán renunciar de alguno de sus derechos los trabajadores?,"1. Los derechos laborales reconocidos no son renunciables. Se puede compensar económicamente los derechos de los trabajadores. No se puede renunciar a alguno de sus derechos los trabajadores.
2. Los conflictos entre diferentes normas laborales se resolverán aplicando las medidas más favorables al trabajador.
3. Los trabajadores no pueden disponer válidamente de los derechos que tengan reconocidos por disposiciones legales de derecho necesario, ni de los derechos reconocidos como indisponibles por convenio colectivo.
4. Los trabajadores tienen como derechos básicos, con el contenido y alcance que para fianza se les otorga, excepto en las siguientes situaciones: f) La de las personas que intervengan en operaciones mercantiles por cuenta de uno o más empresarios sin asumir el riesgo y ventura de aquellas. g) La de los trabajadores con discapacidad que presten sus servicios en los centros especiales de empleo. h) (Derogada) i) La de los menores sometidos a la ejecución de medidas de internamiento para el cumplimiento de su responsabilidad penal. j) La de residencia para la formación de especialistas en Ciencias de la Salud. k) La de los abogados que prestan servicios en despachos de abogados, individuales o colectivos. l) Cualquier otro trabajo que sea expresamente declarado como relación laboral de carácter especial por una ley.
5. La regulación de las relaciones laborales respetará los derechos básicos reconocidos por la Constitución."," trabajadores no podrán disponer válidamente 
derechos que tengan reconocidos por disposiciones legales de derecho necesario. Tampoco podrán disponer válidamente de los derechos reconocidos como indisponibles por convenio colectivo."
12,¿Cuáles son los derechos laborales básicos? ¿Cuáles son los derechos básicos del trabajador?,"Los derechos básicos del trabajador incluyen el derecho a desarrollar sus actividades, comunicarse con los colegas y tener acceso a información laboral. También incluyen el derecho a representación legal y la posibilidad de negociar con empresas contratistas y subcontratistas. Los convenios colectivos son acuerdos libremente adoptados por los trabajadores y los empresarios en virtud de su autonomía colectiva.","a) Trabajo y libre elección de profesión u oficio.
b) Libre sindicación.
c) Negociación colectiva.
d) Adopción de medidas de conflicto colectivo.
e) Huelga.
f) Reunión.
g) Información, consulta y participación en la empresa.
"
13,¿Cuáles son los derechos laborales del trabajador en relación con el trabajo? ¿Qué derechos laborales son reclamables por el trabajador?,"Based on the provided context, the worker's rights in relation to work include the right to order the time of work used in the company, the right to perform their work completely or partially from home or to leave it if this is the established system, and the right to absenteeism due to force majeure. These rights can be exercised according to the terms set out in collective agreements or between the company and the representatives of the working people, or in default, according to the rules established in the previous paragraph, including those related to the resolution of disputes.","
a) A la ocupación efectiva.
b) A la promoción y formación profesional en el trabajo, i
c) A no ser discriminados directa o indirectamente para el empleo, 
d) A su integridad física y a una adecuada política de prevención de riesgos laborales.
e) Al respeto de su intimidad y a la consideración debida a su dignidad, 
f) A la percepción puntual de la remuneración pactada o legalmente establecida.
g) Al ejercicio individual de las acciones derivadas de su contrato de trabajo.
h) A cuantos otros se deriven específicamente del contrato de trabajo.
"
14, ¿Cuáles son los deberes laborales de los trabajadores? ¿Cuáles son las obligaciones de los trabajadores? ¿Qué es exigible por parte del trabajador? ,"Los trabajadores tienen como deberes básicos cumplir con las obligaciones concretas de su puesto de trabajo, observar las medidas de prevención de riesgos laborales, cumplir las órdenes e instrucciones del empresario, no concurrir con la actividad de la empresa, contribuir a la mejora de la productividad y cualquier otro trabajo que sea expresamente declarado como relación laboral de carácter especial por una ley.","a) Cumplir con las obligaciones concretas de su puesto de trabajo, de conformidad con las reglas de la buena fe y diligencia.
b) Observar las medidas de prevención de riesgos laborales que se adopten.
c) Cumplir las órdenes e instrucciones del empresario en el ejercicio regular de sus facultades directivas.
d) No concurrir con la actividad de la empresa, en los términos fijados en esta ley.
e) Contribuir a la mejora de la productividad.
f) Cuantos se deriven, en su caso, de los respectivos contratos de trabajo.
"
15,¿Cuál es la edad mínima para trabajar?,La edad mínima para trabajar es de quince días con una antelación mínima.,Se prohíbe la admisión al trabajo a los menores de dieciséis años.
16,¿Qué restricciones tienen los mayores de 16 años y menores de 18 años?,"Los mayores de 16 años y menores de 18 años tienen restricciones en el trabajo. Los menores de 16 años no pueden trabajar, y los menores de 18 años solo pueden realizar trabajos nocturnos y actividades específicas establecidas por la ley. Además, los menores de 18 años no pueden trabajar horas extraordinarias ni pueden ser intervencionados en espectáculos públicos excepto en casos excepcionales con permiso escrito. También tienen derecho a contratar la prestación de su trabajo para hacer efectivo su derecho a la conciliación de la vida familiar y laboral.","2. Los trabajadores menores de dieciocho años no podrán realizar trabajos nocturnos ni aquellas actividades o puestos de trabajo respecto a los que se establezcan limitaciones a su contratación 
3. Se prohíbe realizar horas extraordinarias a los menores de dieciocho años.
"
17,¿Pueden los menores de 16 años intervenir en espectáculos públicos?,"En general, los menores de 16 años no pueden intervenir en espectáculos públicos. Sin embargo, puede hacerlo en casos excepcionales y bajo supervisión, con permiso escrito por la autoridad laboral, para garantizar su seguridad y formación profesional.","solo se autorizará en casos excepcionales por la autoridad laboral, siempre que no suponga peligro para su salud ni para su formación profesional y humana.
deberá constar por escrito "
18,¿Quién tiene capacidad para contratar la prestación de su trabajo?,"Las personas trabajadoras tienen capacidad para contratar la prestación de su trabajo a distancia para hacer efectivo su derecho a la conciliación de la vida familiar y laboral. Estas adaptaciones deben ser razonables y proporcionadas en relación con las necesidades individuales y las necesidades organizativas o productivas del empleador. Las trabajadores tienen derecho a efectuar esta solicitud hasta que los hijos o hijas cumplan doce años, y también pueden solicitar la prestación si tienen necesidades de cuidado para hijos mayores de doce años, su cónyuge o pareja de hecho, familiares por consanguinidad hasta el segundo grado, así como para otras personas con necesidades similares.","a) Quienes tengan plena capacidad de obrar 
b) Los menores de dieciocho y mayores de dieciséis años, que vivan de forma independiente, con consentimiento de sus padres o tutores, o con autorización de la persona o institución que les tenga a su cargo.
c) Los extranjeros, de acuerdo con lo dispuesto en la legislación específica sobre la materia.
"
19,¿Puede ser verbal un contrato de trabajo?,"No, according to the provided context, a contract of employment cannot be verbally agreed upon. It must be in writing and signed by both parties.", El contrato de trabajo se podrá celebrar por escrito o de palabra.  
20,¿Qué contratos tienen que estar por escrito obligatoriamente?,"The text you provided does not contain any contracts that need to be written. It includes regulations regarding the employment of minors, but no specific contracts. Therefore, I cannot provide a response based on the given context.","cuando así lo exija una disposición legal y, en todo caso, los de prácticas y para la formación y el aprendizaje, los contratos a tiempo parcial, fijos-discontinuos y de relevo, los contratos para la realización de una obra o servicio determinado, los de los trabajadores que trabajen a distancia y los contratados en España al servicio de empresas españolas en el extranjero. 
los contratos por tiempo determinado cuya duración sea superior a cuatro semanas. De no observarse tal exigencia, el contrato se presumirá celebrado por tiempo indefinido y a jornada completa, salvo prueba en contrario "
21,¿Debe comunicar el empresario la contratación de un trabajador?,The employer must communicate the hiring of a worker. The worker's salary will be secured if the employer fails to provide work due to imputable obstacles. The employer must also inform the worker about the termination reasons and the liquidation document before the start of the contract execution.,"El empresario está obligado a comunicar a la oficina pública de empleo, en el plazo de los diez días siguientes a su concertación "
22,¿Es obligatorio entregar una copia básica de los contratos a los trabajadores?,"No, no es obligatorio entregar una copia básica de los contratos a los trabajadores. Sin embargo, se debe proporcionar una copia al representante legal del empleado y a la autoridad laboral.","El empresario entregará a la representación legal de los trabajadores una copia básica de todos los contratos que deban celebrarse por escrito, a excepción de los contratos de relación laboral especial de alta dirección"
23,¿Cuáles son los efectos de la nulidad de un contrato de trabajo?,"The effects of the nullity of a employment contract include:

g) If the employee continues in the company after the termination date, they cannot agree on a new period of trial, with the duration of the formative contract being calculated as part of the employee's seniority in the company.

h) Employment contracts for training that are celebrated in violation of the law or where the company fails to fulfill its training obligations will be considered as indefinite ordinary contracts.

i) Regulatory requirements for the celebration of training contracts, such as the number of contracts per size of the work center, the trainer or tutor, or stability requirements for the workforce, will be established through consultation with relevant administrative bodies.

j) If an employee continues in the company after the termination date, they will not be able to agree on a new period of trial, with the duration of the formative contract being calculated as part of their seniority in the company.

k) Training contracts celebrated in violation of the law or where the company fails to fulfill its training obligations will be considered as indefinite ordinary contracts.

l) Regulatory requirements for the celebration of training contracts, such as the number of contracts per size of the work center, the trainer or tutor, or stability requirements for the workforce, will be established through consultation with relevant administrative bodies.","Si resultase nula solo una parte del contrato de trabajo, este permanecerá válido en lo restante, y se entenderá completado con los preceptos jurídicos adecuados conforme a lo dispuesto en el artículo 3.1.
En caso de que el contrato resultase nulo, el trabajador podrá exigir, por el trabajo que ya hubiese prestado, la remuneración consiguiente a un contrato válido.
"
24,¿Qué obligaciones genera al empresario un trabajo en común?,"El empresario tiene la obligación de proporcionar información sobre sus operaciones y trabajadores al comité de empresa. Esto incluye la divulgación de información sobre secretos industriales, financieros o comerciales que no podrían obstaculizar el funcionamiento de la empresa o causar perjuicios en su estabilidad económica. El empresario también debe permitir que el criterio del comité sea conocido durante la toma o ejecución de decisiones. El comité de empresa tiene el derecho a emitir informes y ejercer vigilancia en el cumplimiento de las normas laborales vigentes.","conservará respecto de cada uno, individualmente, sus derechos y deberes."
25,¿Qué efectos despliega un contrato con un grupo de trabajadores?,"Un contrato con un grupo de trabajadores puede desplegar efectos como el despido colectivo, que es la eliminación de varios empleados a la vez. Este tipo de despido debe estar precedido por un periodo de consultas con los representantes legales de los trabajadores, para discutir posibles soluciones para evitar o reducir el despido y atenuar sus consecuencias. Si no se cumple con estas normas, el despido puede ser considerado ilegal y declarado nulo.","no tendrá frente a cada uno de sus miembros los derechos y deberes que como tal le competen. El jefe del grupo ostentará la representación de los que lo integren, respondiendo de las obligaciones inherentes a dicha representación."
26,¿Con quién se puede concertar un contrato en prácticas?,"Se puede concertar un contrato en prácticas con personas que carezcan de la cualificación profesional reconocida, siempre y cuando no haya tenido otro contrato formativo previo en una formación del mismo nivel y sector productivo. También se pueden concertar con personas que posean otra titulación, siempre que no haya tenido otro contrato formativo previo en una formación del mismo nivel y sector productivo. En el caso de certificados de profesionalidad de nivel 1 y 2, y programas públicos o privados de formación en alternancia de empleo-formación, el contrato solo podrá ser concertado con personas de hasta treinta años. La actividad desempeñada por la persona trabajadora en la empresa debe estar dentro del Catálogo de especialidades formativas del Sistema Nacional de Empleo.","con quienes estuvieren en posesión de título universitario o de formación profesional de grado medio o superior o títulos oficialmente reconocidos como equivalentes,"
27,¿Cuáles son las especificidades de un contrato en prácticas? ¿Cuáles son las reglas del contrato en prácticas?,"Based on the provided context, here are the specifics and rules for a contract in practices:

g) If the person continues working for the company after the contract ends, they will not be able to enroll in another period of formative training. The duration of the formative training will be calculated as part of the employee's tenure in the company.

h) Contracts for formative training celebrated in violation of the law or those where the company fails to fulfill its formative training obligations will be considered as indefinite, ordinary contracts.

i) The requirements for the celebration of formative training contracts will be established after consulting the relevant administrative bodies regarding the object of formation. These requirements may include the number of contracts per size of the working center, the tutors or tutors involved, and the stability of the workforce.

j) If the person continues working for the company after the contract ends, they will not be able to enroll in another period of formative training. The duration of the formative training will be calculated as part of the employee's tenure in the company.

k) Contracts for formative training celebrated in violation of the law or those where the company fails to fulfill its formative training obligations will be considered as indefinite, ordinary contracts.

l) The requirements for the celebration of formative training contracts will be established after consulting the relevant administrative bodies regarding the object of formation. These requirements may include the number of contracts per size of the working center, the tutors or tutors involved, and the stability of the workforce.","a) El puesto de trabajo deberá permitir la obtención de la práctica profesional adecuada al nivel de estudios o de formación cursados. 
b) La duración del contrato no podrá ser inferior a seis meses ni exceder de dos años, dentro de cuyos límites los convenios colectivos de ámbito sectorial estatal o, en su defecto, los convenios colectivos sectoriales de ámbito inferior podrán determinar la duración del contrato, atendiendo a las características del sector y de las prácticas a realizar.
c) Ningún trabajador podrá estar contratado en prácticas en la misma o distinta empresa por tiempo superior a dos años en virtud de la misma titulación o certificado de profesionalidad.
d) Salvo lo dispuesto en convenio colectivo, el periodo de prueba no podrá ser superior a un mes para los contratos en prácticas celebrados con trabajadores que estén en posesión de título de grado medio o de certificado de profesionalidad de nivel 1 o 2, ni a dos meses para los contratos en prácticas celebrados con trabajadores que estén en posesión de título de grado superior o de certificado de profesionalidad de nivel 3.

e) La retribución del trabajador será la fijada en convenio colectivo para los trabajadores en prácticas, sin que, en su defecto, pueda ser inferior al sesenta o al setenta y cinco por ciento durante el primero o el segundo año de vigencia del contrato, respectivamente, del salario fijado en convenio para un trabajador que desempeñe el mismo o equivalente puesto de trabajo.

f) Si al término del contrato el trabajador continuase en la empresa no podrá concertarse un nuevo periodo de prueba, computándose la duración de las prácticas a efecto de antigüedad en la empresa.
"
28,¿Qué es un contrato para la formación y el aprendizaje?,"Un contrato de formación es un acuerdo entre dos partes donde una entidad proporciona capacitación profesional a otra persona. En este caso, el contrato está dirigido a la digitalización, la innovación o la sostenibilidad. El contrato puede incluir microacreditaciones de sistemas de formación profesional o universitaria. Las normas comunes del contrato incluyen protección social para las personas que suscriben el contrato, como el desempleo y las prestaciones del Fondo de Garantía Salarial. También hay situaciones que pueden interrumpir el cálculo de la duración del contrato, como incapacidad temporal, nacimiento, adopción, guarda con fines de adopción, acogimiento, riesgo durante el embarazo, riesgo durante la lactancia, violencia de género. El contrato debe ser formalizado por escrito y cumplir con las normas establecidas.", tendrá por objeto la cualificación profesional de los trabajadores en un régimen de alternancia de actividad laboral retribuida en una empresa con actividad formativa recibida en el marco del sistema de formación profesional para el empleo o del sistema educativo. 
29,¿Cuáles son las reglas por las que se rige el contrato para la formación y el aprendizaje?,"The rules for the training and learning contract are as follows:
a) A contract can be concluded with individuals who do not have a recognized professional qualification corresponding to the required titulations or certifications for the training contract for the acquisition of regulated professional practice in paragraph 3. However, contracts can also be concluded for professional training studies or university degrees with individuals who possess another diploma as long as there has been no previous training contract in a training course of the same level and in the same production sector.
b) In the case of a contract being concluded within the framework of professional proficiency certificates of level 1 and 2, and public or private training programs in alternance of work-training, which are part of the National System of Employment's list of vocational specialties, the contract can only be concluded with individuals up to the age of 30.
c) The activity performed by the worker in the company must be included in the list of activities recognized by the National System of Employment.","a) Se podrá celebrar con trabajadores mayores de dieciséis y menores de veinticinco años que carezcan de la cualificación profesional reconocida por el sistema de formación profesional para el empleo o del sistema educativo requerida para concertar un contrato en prácticas. 
El límite máximo de edad no será de aplicación cuando el contrato se concierte con personas con discapacidad ni con los colectivos en situación de exclusión social 
b) La duración mínima del contrato será de un año y la máxima de tres. No obstante, mediante convenio colectivo podrán establecerse distintas duraciones del contrato,
En caso de que el contrato se hubiera concertado por una duración inferior a la máxima legal o convencionalmente establecida, podrá prorrogarse mediante acuerdo de las partes, hasta por dos veces, sin que la duración de cada prórroga pueda ser inferior a seis meses y sin que la duración total del contrato pueda exceder de dicha duración máxima.

"
30,¿Qué se entiende por contrato a tiempo parcial?,"Un contrato a tiempo parcial es una formación laboral que consiste en prestar servicios durante un número inferior de horas al día, al mes o al año en comparación con la jornada de trabajo de un trabajador a tiempo completo comparable. Esto se regula por las reglas especificadas en el artículo 8.2 del contrato y debe estar formalizado por escrito."," cuando se haya acordado la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable.
se entenderá por «trabajador a tiempo completo comparable» a un trabajador a tiempo completo de la misma empresa y centro de trabajo, con el mismo tipo de contrato de trabajo y que realice un trabajo idéntico o similar. "
31,¿Durante cuánto tiempo puede concertarse un contrato a tiempo parcial?,"El contrato a tiempo parcial puede durar hasta un año, después de cualquier caso. Este es el plazo máximo establecido por la ley para un contrato a tiempo parcial. Sin embargo, es importante tener en cuenta que el contrato puede ser terminado por el trabajador o por el empleador si surge alguna circunstancia específica, como la atención de responsabilidades familiares, las necesidades de formación o la incompatibilidad con otro contrato a tiempo parcial.","podrá concertarse por tiempo indefinido o por duración determinada en los supuestos en los que legalmente se permita 
excepto en el contrato para la formación y el aprendizaje."
32,¿Cuándo se entiende que el contrato a tiempo parcial se celebra por tiempo indefinido?,"El contrato a tiempo parcial se celebra por tiempo indefinido en el supuesto del trabajador jubilado parcialmente después de haber cumplido la edad de jubilación ordinaria prevista en la Ley General de la Seguridad Social. En este caso, el contrato de relevo puede ser celebrado a tiempo parcial o completamente, con una duración mínima igual a la reducción de jornada acordada por ambas partes.",cuando se concierte para realizar trabajos fijos y periódicos dentro del volumen normal de actividad de la empresa.
33,¿Cuáles son las especificidades de un contrato a tiempo parcial? ¿Cuáles son las reglas del contrato a tiempo parcial?,"1. A temporal partial employment contract is understood as an agreement to provide services for a number of hours per day, week, month, or year, less than the full-time workday of a full-time employee.
2. Companies can request information from the public employment service about whether the individuals they wish to hire have previously been hired under this type of contract and the duration of those contracts. This information is considered liberatory for the duration of the contract.
3. A temporary partial employment contract can be extended, with the agreement of both parties, once, and the total duration of the contract cannot exceed the maximum duration set.
4. Companies can also formalize short-term contracts to deal with occasional, predictable situations with a reduced and limited duration. These contracts can only be used for up to 90 days in a natural year, regardless of the number of workers needed to handle those days. The specific situations must be clearly identified in the contract. These 90 days cannot be used continuously. Companies must provide a prediction of annual use of these contracts to the legal representatives of the working people in the last quarter of each year."," se deberá formalizar necesariamente por escrito.deberá figurar el número de horas ordinarias de trabajo al día, a la semana, al mes o al año contratadas, así como el modo de su distribución según lo previsto en convenio colectivo.
De no observarse estas exigencias, el contrato se presumirá celebrado a jornada completa, salvo prueba en contrario 
b) Cuando el contrato a tiempo parcial conlleve la ejecución de una jornada diaria inferior a la de los trabajadores a tiempo completo y esta se realice de forma partida, solo será posible efectuar una única interrupción en dicha jornada diaria, 
c) Los trabajadores a tiempo parcial no podrán realizar horas extraordinarias, salvo en los supuestos a los que se refiere el artículo 35.3.
la suma de las horas ordinarias y complementarias, incluidas las previamente pactadas y las voluntarias, no podrá exceder del límite legal del trabajo a tiempo parcial 
se registrará día a día y se totalizará mensualmente, entregando copia al trabajador, junto con el recibo de salarios, del resumen de todas las horas realizadas en cada mes, 
El empresario deberá conservar los resúmenes mensuales de los registros de jornada durante un periodo mínimo de cuatro años.

En caso de incumplimiento de las referidas obligaciones de registro, el contrato se presumirá celebrado a jornada completa, salvo prueba en contrario 
d) Los trabajadores a tiempo parcial tendrán los mismos derechos que los trabajadores a tiempo completo. 
e) La conversión de un trabajo a tiempo completo en un trabajo parcial y viceversa tendrá siempre carácter voluntario para el trabajador y no se podrá imponer de forma unilateral o como consecuencia de una modificación sustancial de condiciones de trabajo
El trabajador no podrá ser despedido ni sufrir ningún otro tipo de sanción o efecto perjudicial por el hecho de rechazar esta conversión, "
34,¿Qué se entiende por horas complementarias?,"Horas complementarias se entienden como horas adicionales que un trabajador debe trabajar, fuera de las horas ordinarias contratadas. Estas horas pueden ser concesionadas para incrementar las oportunidades de colocación de los trabajadores en situación de desempleo. La pactuación de estas horas complementarias debe realizarse con un preaviso mínimo de tres días, excepto si el convenio establece un plazo de preaviso inferior. El pacto de horas complementarias puede quedar sin efecto por renuncia del trabajador, cuando cumpla un año desde su celebración, en caso de atención a responsabilidades familiares, necesidades formativas o incompatibilidad con otro contrato a tiempo parcial. No se tendrá en cuenta para la duración máxima de la jornada ordinaria laboral ni para el cálculo del número máximo de horas extraordinarias autorizadas, el exceso de horas trabajadas para prevenir o reparar siniestros y otros daños extraordinarios y urgentes. La prestación de trabajo en horas extraordinarias es voluntaria, excepto si se hace pactada en convenio colectivo o contrato individual de trabajo. Las horas extraordinarias se registrarán día a día y se totalizarán en el periodo fijado para el abono de las retribuciones.",Se consideran horas complementarias las realizadas como adición a las horas ordinarias pactadas en el contrato a tiempo parcial.
