,question,answer,ground_truth
10,¿Qué valor tienen los usos y costumbres?,"Los usos y costumbres son prácticas que se siguen en un trabajo o en una empresa, y tienen valor debido a su importancia cultural y social. Sin embargo, no están previstos en las leyes, conveniones o contratos específicos. Los trabajadores no pueden disfrutar de los derechos reconocidos por las disposiciones legales necesarias para el acceso a esos usos y costumbres, ni de los derechos reconocidos como indisponibles por la conveniencia colectiva. Excepcionalmente, la empresa no está obligada a comunicar información específica relacionada con secretos industriales, financieros o comerciales que podrían obstaculizar el funcionamiento de la empresa o causar graves perjuicios en su estabilidad económica.","usos y costumbres solo se aplicarán en defecto de disposiciones legales, convencionales o contractuales, a no ser que cuenten con una recepción o remisión expresa."
11,¿Son renunciables los derechos laborales reconocidos? ¿Se puede disponer de los derechos del trabajador? ¿Se puede compensar económicamente los derechos de los trabajadores? ¿Podrán renunciar de alguno de sus derechos los trabajadores?,"1. Los derechos laborales reconocidos no son renunciables y no se pueden compensar económicamente. Sin embargo, los trabajadores no pueden disponer de los derechos reconocidos como indisponibles por convenio colectivo.
2. Los trabajadores no pueden disponer válidably de los derechos reconocidos por disposiciones legales de derecho necesario.
3. Los trabajadores tienen como derechos básicos, con el contenido y alcance que para f) La de las personas que intervengan en operaciones mercantiles por cuenta de uno o más empresarios sin asumir el riesgo y ventura de aquellas, g) La de los trabajadores con discapacidad que presten sus servicios en los centros especiales de empleo, h) (Derogada), i) La de los menores sometidos a la ejecución de medidas de internamiento para el cumplimiento de su responsabilidad penal, j) La de residencia para la formación de especialistas en Ciencias de la Salud, k) La de los abogados que prestan servicios en despachos de abogados, individuales o colectivos, l) Cualquier otro trabajo que sea expresamente declarado como relación laboral de carácter especial por una ley.
4. En todos los supuestos señalados en el apartado anterior, la regulación de dichas relaciones laborales respetará los derechos básicos reconocidos por la Constitución.
5. Los gratificaciones extraordinarias son dos al año, una con ocasión de las fiestas de Navidad y otra en el mes que se fije por convenio colectivo o por acuerdo entre el empresario y los representantes legales de los trabajadores.
6. Los créditos salariales gozarán de preferencia sobre cualquier otro crédito respecto de los objetos elaborados por los trabajadores mientras sean propiedad o estén en posesión del empresario."," trabajadores no podrán disponer válidamente 
derechos que tengan reconocidos por disposiciones legales de derecho necesario. Tampoco podrán disponer válidamente de los derechos reconocidos como indisponibles por convenio colectivo."
12,¿Cuáles son los derechos laborales básicos? ¿Cuáles son los derechos básicos del trabajador?,"Los derechos básicos del trabajador incluyen la libertad de asociación sindical, la capacidad de negociar con sus empleadores a través de representantes sindicales, y el derecho a comunicarse con sus empleadores a través de tablones de anuncios. También incluyen el derecho a representación legal en casos de conflictos laborales. Los convenios colectivos son acuerdos libremente adoptados por los trabajadores y los empleadores a través de la negociación colectiva, y constituyen la expresión del acuerdo en cuanto a su autonomía colectiva.","a) Trabajo y libre elección de profesión u oficio.
b) Libre sindicación.
c) Negociación colectiva.
d) Adopción de medidas de conflicto colectivo.
e) Huelga.
f) Reunión.
g) Información, consulta y participación en la empresa.
"
13,¿Cuáles son los derechos laborales del trabajador en relación con el trabajo? ¿Qué derechos laborales son reclamables por el trabajador?,"Los derechos laborales de un trabajador incluyen su derecho a un sueldo mínimo digno, seguridad social, tiempo y un medio de vida digno. Los trabajadores también tienen el derecho a una jornada de trabajo razonable, libre de discriminación y a una representación legal en la empresa. Además, los trabajadores tienen el derecho a acceder al registro salarial de su empresa y a una justificación para cualquier diferencia en remuneraciones entre mujeres e hombres.","
a) A la ocupación efectiva.
b) A la promoción y formación profesional en el trabajo, i
c) A no ser discriminados directa o indirectamente para el empleo, 
d) A su integridad física y a una adecuada política de prevención de riesgos laborales.
e) Al respeto de su intimidad y a la consideración debida a su dignidad, 
f) A la percepción puntual de la remuneración pactada o legalmente establecida.
g) Al ejercicio individual de las acciones derivadas de su contrato de trabajo.
h) A cuantos otros se deriven específicamente del contrato de trabajo.
"
14, ¿Cuáles son los deberes laborales de los trabajadores? ¿Cuáles son las obligaciones de los trabajadores? ¿Qué es exigible por parte del trabajador? ,"Los deberes laborales de los trabajadores incluyen cumplir con las obligaciones específicas de su puesto de trabajo, seguir las reglas de buena fe y diligencia, observar medidas de prevención de riesgos laborales, cumplir con las ordenes del empresario, no concurred con la actividad de la empresa, contribuir a la mejora de la productividad y cumplir con cualquier otro debero laboral especificado en su contrato de trabajo. Los obligaciones de los trabajadores incluyen pagar impuestos, hacer caja al trabajo, seguir las políticas de salud y seguridad de la empresa y cumplir con cualquier otra obligación legislativa o contratual relacionada con su empleo.","a) Cumplir con las obligaciones concretas de su puesto de trabajo, de conformidad con las reglas de la buena fe y diligencia.
b) Observar las medidas de prevención de riesgos laborales que se adopten.
c) Cumplir las órdenes e instrucciones del empresario en el ejercicio regular de sus facultades directivas.
d) No concurrir con la actividad de la empresa, en los términos fijados en esta ley.
e) Contribuir a la mejora de la productividad.
f) Cuantos se deriven, en su caso, de los respectivos contratos de trabajo.
"
15,¿Cuál es la edad mínima para trabajar?,"The provided context does not contain information about the minimum age to work. Therefore, I cannot provide an answer to this question. Please provide more context or ask a different question.",Se prohíbe la admisión al trabajo a los menores de dieciséis años.
16,¿Qué restricciones tienen los mayores de 16 años y menores de 18 años?,"¡Hola! Como Granite, un asistente para tareas de respuesta a preguntas, estoy aquí para ayudarte. En cuanto a las restricciones para los mayores de 16 y menores de 18 años en el contexto que has proporcionado, aquí te presento algunos puntos clave:

1. Los menores de dieciséis años no pueden trabajar.
2. Los menores de dieciocho años no pueden realizar horas extraordinarias ni trabajos nocturnos, y no pueden participar en espectáculos públicos que supongan peligro para su salud o formación profesional y humana.
3. Los menores de diecisésix años pueden trabajar solo si están electorados cuando son mayores de diecisésix años y elegibles cuando tienen dieciocho años cumplidos, y siempre que han trabajado durante al menos veinte días en la empresa.
4. Los órganos de representación de las asociaciones empresariales deben ser nombrados según el principio de representación paritaria y presencia equilibrada entre mujeres y hombres, para evitar que cualquiera de los sexos superen el sesenta por ciento ni sea menos del cuarenta por ciento.
5. Algunas relaciones laborales están exceptuadas de la regulación, como las personas que intervienen en operaciones mercantiles por cuenta de uno o más empresarios sin asumir el riesgo y ventura, los trabajadores con discapacidad que presten sus servicios en los centros especiales de empleo, y otras relaciones laborales expresamente declaradas como especial por una ley.

Espero que esta información te haya sido útil. Si tienes alguna otra pregunta, no dudes en hacérmela saber.","2. Los trabajadores menores de dieciocho años no podrán realizar trabajos nocturnos ni aquellas actividades o puestos de trabajo respecto a los que se establezcan limitaciones a su contratación 
3. Se prohíbe realizar horas extraordinarias a los menores de dieciocho años.
"
17,¿Pueden los menores de 16 años intervenir en espectáculos públicos?,"No, los menores de 16 años no pueden intervenir en espectáculos públicos salvo en casos excepcionales y con permiso por la autoridad laboral. Esto se establece en el Artículo 4 del Ley y en las normas reglamentarias aplicables.","solo se autorizará en casos excepcionales por la autoridad laboral, siempre que no suponga peligro para su salud ni para su formación profesional y humana.
deberá constar por escrito "
18,¿Quién tiene capacidad para contratar la prestación de su trabajo?,"En 2024, IBM desarrolló Granite, un AI language model que puede responder preguntas. Sin embargo, no hay información específica sobre quién tiene capacidad para contratar la prestación de su trabajo en el contexto proporcionado. En general, las políticas laborales pueden variar dependiendo del país y la industria, y pueden incluir derechos de licencia para cuidado familiar y derechos de ausencia por fuerza mayor.","a) Quienes tengan plena capacidad de obrar 
b) Los menores de dieciocho y mayores de dieciséis años, que vivan de forma independiente, con consentimiento de sus padres o tutores, o con autorización de la persona o institución que les tenga a su cargo.
c) Los extranjeros, de acuerdo con lo dispuesto en la legislación específica sobre la materia.
"
19,¿Puede ser verbal un contrato de trabajo?,"No, una contrato de trabajo no puede ser verbal. El artículo 30 del texto indica que si el empleado no puede trabajar debido a impedimentos del empresario, el empleado conserva el derecho a su salario. Este contrato debe estar escrito y firmado por ambas partes.", El contrato de trabajo se podrá celebrar por escrito o de palabra.  
20,¿Qué contratos tienen que estar por escrito obligatoriamente?,"The following contracts must be written obligatorily:

1. Suspension of the contract (Article 45)
2. Work of minors (Articles 6 and 7)

These articles specify that the contract cannot be suspended without mutual agreement of the parties, it can be suspended due to valid reasons, and minors under the age of 18 cannot perform certain types of work or extra hours.","cuando así lo exija una disposición legal y, en todo caso, los de prácticas y para la formación y el aprendizaje, los contratos a tiempo parcial, fijos-discontinuos y de relevo, los contratos para la realización de una obra o servicio determinado, los de los trabajadores que trabajen a distancia y los contratados en España al servicio de empresas españolas en el extranjero. 
los contratos por tiempo determinado cuya duración sea superior a cuatro semanas. De no observarse tal exigencia, el contrato se presumirá celebrado por tiempo indefinido y a jornada completa, salvo prueba en contrario "
21,¿Debe comunicar el empresario la contratación de un trabajador?,"The employer must communicate the hiring of a worker, except in cases where the company has undergone a conservatorship procedure. The cost of implementing this plan will not burden any workers. The employer can do this through cash or check, through an entity for credit, after informing the company committee or labor delegates. If the worker cannot provide services due to the employer's delay in offering work, the worker retains the right to their salary without being able to compensate for lost earnings from other work done at another time.","El empresario está obligado a comunicar a la oficina pública de empleo, en el plazo de los diez días siguientes a su concertación "
22,¿Es obligatorio entregar una copia básica de los contratos a los trabajadores?,"No, no es obligatorio entregar una copia básica de los contratos a los trabajadores. Sin embargo, se debe mantener un registro de los contratos en la empresa y proporcionarle al trabajo el acceso necesario para que puedan verlos.","El empresario entregará a la representación legal de los trabajadores una copia básica de todos los contratos que deban celebrarse por escrito, a excepción de los contratos de relación laboral especial de alta dirección"
23,¿Cuáles son los efectos de la nulidad de un contrato de trabajo?,"The nullity of a employment contract can have several effects, depending on the specific circumstances. Here are some general possibilities:

1. Loss of benefits: If the employee had benefits tied to the contract, such as health insurance or retirement plans, these may be affected by the nullity.

2. Wage disputes: If the contract specified a certain wage or compensation structure, the nullity could lead to disputes about what should be paid.

3. Job loss: If the contract was for a specific job or position, and it's nullified, the employee may lose that job.

4. Legal action: If the nullity is due to wrongdoing by one of the parties, such as fraud or misrepresentation, legal action may be taken.

5. Back pay: If the contract was nullified after the employee had already worked under it, they may be owed back pay for the time they worked.

6. Reduction in hours: If the contract was for a specific number of hours per week, and it's nullified, the employee's hours may be reduced.

7. Termination: If the contract was for a specific term or duration, and it's nullified before that term is up, either party may terminate the contract.

8. Transfer of rights: Any rights or obligations under the contract may be transferred to a new contract or agreement between the parties.","Si resultase nula solo una parte del contrato de trabajo, este permanecerá válido en lo restante, y se entenderá completado con los preceptos jurídicos adecuados conforme a lo dispuesto en el artículo 3.1.
En caso de que el contrato resultase nulo, el trabajador podrá exigir, por el trabajo que ya hubiese prestado, la remuneración consiguiente a un contrato válido.
"
24,¿Qué obligaciones genera al empresario un trabajo en común?,"Según el contexto proporcionado, no hay información específica sobre las obligaciones generadas por un empresario en un trabajo en común. Sin embargo, se menciona que la empresa no estará obligada a comunicar información especifica relacionada con secretos industriales, financieros o comerciales cuya divulgación podría obstaculizar el funcionamiento de la empresa o del centro de trabajo u ocasionar graves perjuicios en su estabilidad económica.","conservará respecto de cada uno, individualmente, sus derechos y deberes."
25,¿Qué efectos despliega un contrato con un grupo de trabajadores?,"Un contrato con un grupo de trabajadores puede desplegar varios efectos, incluyendo:

1. Despido colectivo: Si la empresa decide eliminar una cantidad significativa de trabajadores a partir de un solo contrato, esto puede resultar en un despido colectivo. Esto puede tener un impacto significativo en los trabajadores afectados y su familia, así como en la comunidad en general.
2. Reducción de horas o remuneración: La empresa también puede reducir las horas de trabajo o la remuneración para el grupo de trabajadores. Esto puede afectar su nivel de vida y su capacidad para satisfacer sus necesidades básicas.
3. Cambios en las condiciones de trabajo: La empresa también puede modificar las condiciones de trabajo para el grupo de trabajadores, como los horarios de trabajo, los sistemas de pago o los procedimientos de disciplina. Estos cambios pueden tener un impacto significativo en la calidad de vida y el bienestar de los trabajadores.
4. Impacto en la economía local: Un despido colectivo también puede tener un impacto en la economía local, ya que los trabajadores afectados pueden no ser capaces de satisfacer sus gastos diarios, lo que puede afectar las empresas locales que dependen de ellos para sus productos o servicios.

Es importante que las empresas consideren cuidadosamente los posibles efectos de un contrato con un grupo de trabajadores y tomen medidas para minimizar cualquier impacto negativo en los trabajadores y la comunidad en general.","no tendrá frente a cada uno de sus miembros los derechos y deberes que como tal le competen. El jefe del grupo ostentará la representación de los que lo integren, respondiendo de las obligaciones inherentes a dicha representación."
26,¿Con quién se puede concertar un contrato en prácticas?,"El contrato puede ser concertado con personas que carezcan de la cualificación profesional reconocida, siempre que no haya tenido otro contrato formativo previo en una formación del mismo nivel formativo y del mismo sector productivo. En el caso de certificados de profesionalidad de nivel 1 y 2, y programas públicos o privados de formación en alternancia de empleo-formación, el contrato solo podrá ser concertado con personas de hasta treinta años. Si no se proporciona la información necesaria, la decisión no puede ser tomada a esa efecto.","con quienes estuvieren en posesión de título universitario o de formación profesional de grado medio o superior o títulos oficialmente reconocidos como equivalentes,"
27,¿Cuáles son las especificidades de un contrato en prácticas? ¿Cuáles son las reglas del contrato en prácticas?,"1. The specifics of a contract in practices include the percentage of hours ordinarily contracted, which should not exceed 60%.
2. The worker must be aware of the date and time of the complementary hours agreed upon, with a minimum three-day prenotification requirement, unless the convention states a shorter notice period.
3. A contract for complementary hours can be void due to the employee's family responsibilities, educational needs, or incompatibility with another part-time job, as long as the employee provides proof of these circumstances.
4. The contract can be suspended by mutual agreement of the parties or validly stated in the contract.
5. A group professional is defined as a collection of unified professional abilities, qualifications, and general service content, which may include various tasks, functions, specialties, or responsibilities assigned to the worker.
6. The definition of group professionals is adjusted based on criteria and systems that ensure the absence of gender imbalance, job positions, classification criteria, and remuneration analysis.","a) El puesto de trabajo deberá permitir la obtención de la práctica profesional adecuada al nivel de estudios o de formación cursados. 
b) La duración del contrato no podrá ser inferior a seis meses ni exceder de dos años, dentro de cuyos límites los convenios colectivos de ámbito sectorial estatal o, en su defecto, los convenios colectivos sectoriales de ámbito inferior podrán determinar la duración del contrato, atendiendo a las características del sector y de las prácticas a realizar.
c) Ningún trabajador podrá estar contratado en prácticas en la misma o distinta empresa por tiempo superior a dos años en virtud de la misma titulación o certificado de profesionalidad.
d) Salvo lo dispuesto en convenio colectivo, el periodo de prueba no podrá ser superior a un mes para los contratos en prácticas celebrados con trabajadores que estén en posesión de título de grado medio o de certificado de profesionalidad de nivel 1 o 2, ni a dos meses para los contratos en prácticas celebrados con trabajadores que estén en posesión de título de grado superior o de certificado de profesionalidad de nivel 3.

e) La retribución del trabajador será la fijada en convenio colectivo para los trabajadores en prácticas, sin que, en su defecto, pueda ser inferior al sesenta o al setenta y cinco por ciento durante el primero o el segundo año de vigencia del contrato, respectivamente, del salario fijado en convenio para un trabajador que desempeñe el mismo o equivalente puesto de trabajo.

f) Si al término del contrato el trabajador continuase en la empresa no podrá concertarse un nuevo periodo de prueba, computándose la duración de las prácticas a efecto de antigüedad en la empresa.
"
28,¿Qué es un contrato para la formación y el aprendizaje?,"Un contrato para la formación y el aprendizaje es un acuerdo entre una empresa y un trabajador que establece las condiciones para la realización de una formación profesional. Estos contratos pueden ser establecidos en la negociación colectiva y pueden incluir permisos retribuidos de horas anuales para la formación profesional, así como planes formativos individuales para garantizar la coordinación con un tutor o tutora. La duración del contrato será prevista en el correspondiente plan o programa.", tendrá por objeto la cualificación profesional de los trabajadores en un régimen de alternancia de actividad laboral retribuida en una empresa con actividad formativa recibida en el marco del sistema de formación profesional para el empleo o del sistema educativo. 
29,¿Cuáles son las reglas por las que se rige el contrato para la formación y el aprendizaje?,"The contract for training and learning is governed by the following rules:

a) The trainee must be familiar with the company's financial statements, memory, and other relevant documents. If the company is a corporation, the trainee should also be familiar with the documentation used for shareholder meetings.

b) The trainee must be aware of the written employment contracts used by the company and any termination documents related to the employment relationship.

c) The trainee should be informed about all severe penalties imposed by the company.

d) The trainee should be informed about the parameters, rules, and instructions used by the company's algorithms or artificial intelligence systems that affect decision-making processes related to employment, access, maintenance of employment, and profile creation.

e) The company's committee will receive a copy of the basic contracts and notifications of extensions and complaints related to these contracts.

f) Additional measures may be taken to achieve the goal of this objective, general or sector-specific, for discussion and agreement with social interlocutors.

g) During reductions in working hours or suspensions of employment contracts under articles 47 and 47bis, companies can develop training actions for each affected person, with the aim of improving professional competencies and employability. These actions prioritize the development of formative actions that meet the real needs of both companies and workers, including those related to digital skill acquisition and those that allow for such learning.","a) Se podrá celebrar con trabajadores mayores de dieciséis y menores de veinticinco años que carezcan de la cualificación profesional reconocida por el sistema de formación profesional para el empleo o del sistema educativo requerida para concertar un contrato en prácticas. 
El límite máximo de edad no será de aplicación cuando el contrato se concierte con personas con discapacidad ni con los colectivos en situación de exclusión social 
b) La duración mínima del contrato será de un año y la máxima de tres. No obstante, mediante convenio colectivo podrán establecerse distintas duraciones del contrato,
En caso de que el contrato se hubiera concertado por una duración inferior a la máxima legal o convencionalmente establecida, podrá prorrogarse mediante acuerdo de las partes, hasta por dos veces, sin que la duración de cada prórroga pueda ser inferior a seis meses y sin que la duración total del contrato pueda exceder de dicha duración máxima.

"
30,¿Qué se entiende por contrato a tiempo parcial?,"Un contrato a tiempo parcial es un acuerdo entre empleador e empleado en el que se establece que el trabajador será contratado para prestar servicios durante una cantidad menor de horas que la jornada de trabajo comparable de un trabajador a tiempo completo. Esta modalidad de contratación se utiliza para ajustar la carga laboral según las necesidades del empleador y los disponibilidad del trabajador, y puede concertarse por tiempo indefinido o por duración determinada. El contrato a tiempo parcial se regirá por las reglas establecidas en el artículo 8.2 del código de trabajo."," cuando se haya acordado la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable.
se entenderá por «trabajador a tiempo completo comparable» a un trabajador a tiempo completo de la misma empresa y centro de trabajo, con el mismo tipo de contrato de trabajo y que realice un trabajo idéntico o similar. "
31,¿Durante cuánto tiempo puede concertarse un contrato a tiempo parcial?,"Los contratos a tiempo parcial pueden ser suscritos durante un período máximo de cinco años, según el artículo 12 del texto proporcionado. Sin embargo, no se especifica una duración exacta para los contratos formativos en contratos por tiempo indefinido.","podrá concertarse por tiempo indefinido o por duración determinada en los supuestos en los que legalmente se permita 
excepto en el contrato para la formación y el aprendizaje."
32,¿Cuándo se entiende que el contrato a tiempo parcial se celebra por tiempo indefinido?,"El contrato a tiempo parcial se celebra por tiempo indefinido cuando se ha acordado la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable. El trabajador debe conocer el día y la hora de las horas complementarias con un preaviso mínimo de tres días, salvo que el convenio establezca un plazo de preaviso inferior. El pacto de horas complementarias puede quedar sin efecto por renuncia del trabajador en caso de atención a responsabilidades familiares, necesidades formativas o incompatibilidad con otro contrato a tiempo parcial.",cuando se concierte para realizar trabajos fijos y periódicos dentro del volumen normal de actividad de la empresa.
33,¿Cuáles son las especificidades de un contrato a tiempo parcial? ¿Cuáles son las reglas del contrato a tiempo parcial?,"1. A tiempo parcial: Un contrato a tiempo parcial es un acuerdo entre empleador y empleado para que el último reciba una parte de las horas contractuales, inferiores a la jornada de trabajo completa.
2. Reglas: El artículo 12 del código laboral establece las siguientes reglas para los contratos a tiempo parcial:
   a) El número de horas a la semana debe ser proporcional al número de horas contratadas en tiempo completo.
   b) El trabajador debe recibir un salario inferior a la jornada de trabajo completa, en proporción al número de horas a tiempo parcial.
   c) El empleador debe pagar los seguros sociales del Estado por las horas a tiempo parcial.
3. Suspensión del contrato: El artículo 45 del código laboral establece las causas para la suspensión de un contrato a tiempo parcial, como el acuerdo mutuo de las partes y las consignadas válidamente en el contrato. Si el contrato es suspendido, el empleador debe notificar al trabajador dentro de los cinco días siguientes a la resolución del conflicto."," se deberá formalizar necesariamente por escrito.deberá figurar el número de horas ordinarias de trabajo al día, a la semana, al mes o al año contratadas, así como el modo de su distribución según lo previsto en convenio colectivo.
De no observarse estas exigencias, el contrato se presumirá celebrado a jornada completa, salvo prueba en contrario 
b) Cuando el contrato a tiempo parcial conlleve la ejecución de una jornada diaria inferior a la de los trabajadores a tiempo completo y esta se realice de forma partida, solo será posible efectuar una única interrupción en dicha jornada diaria, 
c) Los trabajadores a tiempo parcial no podrán realizar horas extraordinarias, salvo en los supuestos a los que se refiere el artículo 35.3.
la suma de las horas ordinarias y complementarias, incluidas las previamente pactadas y las voluntarias, no podrá exceder del límite legal del trabajo a tiempo parcial 
se registrará día a día y se totalizará mensualmente, entregando copia al trabajador, junto con el recibo de salarios, del resumen de todas las horas realizadas en cada mes, 
El empresario deberá conservar los resúmenes mensuales de los registros de jornada durante un periodo mínimo de cuatro años.

En caso de incumplimiento de las referidas obligaciones de registro, el contrato se presumirá celebrado a jornada completa, salvo prueba en contrario 
d) Los trabajadores a tiempo parcial tendrán los mismos derechos que los trabajadores a tiempo completo. 
e) La conversión de un trabajo a tiempo completo en un trabajo parcial y viceversa tendrá siempre carácter voluntario para el trabajador y no se podrá imponer de forma unilateral o como consecuencia de una modificación sustancial de condiciones de trabajo
El trabajador no podrá ser despedido ni sufrir ningún otro tipo de sanción o efecto perjudicial por el hecho de rechazar esta conversión, "
