,question,answer,ground_truth
18,¿Quién tiene capacidad para contratar la prestación de su trabajo?," La persona trabajadora con discapacidad, o aquella que cuide a sus hijos o familiares de cualquier grado consanguinio hasta el segundo grado, tiene derecho a contratar la prestación de su trabajo durante un máximo de doce meses en caso de necesitar recibir tratamiento fuera de su localidad. Además, tiene derecho a ausentarse del trabajo por causas familiares urgentes relacionadas con familiares o personas convivientes en caso de enfermedad o accidente que hagan indispensable su presencia inmediata.","a) Quienes tengan plena capacidad de obrar 
b) Los menores de dieciocho y mayores de dieciséis años, que vivan de forma independiente, con consentimiento de sus padres o tutores, o con autorización de la persona o institución que les tenga a su cargo.
c) Los extranjeros, de acuerdo con lo dispuesto en la legislación específica sobre la materia.
"
19,¿Puede ser verbal un contrato de trabajo?," Sí, un contrato de trabajo puede ser verbal, pero para que sea válido es necesario informar al comité de empresa o delegados de personal. Sin embargo, para cumplir con la legislación y garantizar sus derechos, se recomienda que el contrato se formalice en escritura.", El contrato de trabajo se podrá celebrar por escrito o de palabra.  
20,¿Qué contratos tienen que estar por escrito obligatoriamente?," Los contratos que deben estar por escrito obligatoriamente incluyen el contrato de trabajo, especialmente cuando se prohíbe la admisión al trabajo a menores mayores de 16 años y en los casos en que se establezcan limitaciones a su contratación según la Ley 31/1995 de Prevención de Riesgos Laborales. También, si un menor de 16 años participa en espectáculos públicos, el permiso deberá estar por escrito y para actos determinados.","cuando así lo exija una disposición legal y, en todo caso, los de prácticas y para la formación y el aprendizaje, los contratos a tiempo parcial, fijos-discontinuos y de relevo, los contratos para la realización de una obra o servicio determinado, los de los trabajadores que trabajen a distancia y los contratados en España al servicio de empresas españolas en el extranjero. 
los contratos por tiempo determinado cuya duración sea superior a cuatro semanas. De no observarse tal exigencia, el contrato se presumirá celebrado por tiempo indefinido y a jornada completa, salvo prueba en contrario "
21,¿Debe comunicar el empresario la contratación de un trabajador?, El empresario debe comunicar la contratación de un trabajador al comité de empresa o delegados de personal. También es obligado comunicar la extinción del contrato de trabajo y deberá acompañar una propuesta del documento de liquidación de las cantidades adeudadas. El trabajador tiene derecho a solicitar la presencia de un representante legal de los trabajadores en el momento de firmar el recibo del finiquito.,"El empresario está obligado a comunicar a la oficina pública de empleo, en el plazo de los diez días siguientes a su concertación "
22,¿Es obligatorio entregar una copia básica de los contratos a los trabajadores?," Sí, es obligatorio entregar una copia básica de los contratos a los trabajadores si la empresa emplea más de trescientos trabajadores. Esta normativa se encuentra en el Boletín Oficial del Estado en la página 58 (Artículo c). Además, según lo establecido en el mismo documento, si el trabajador continúa en la empresa al término del contrato formativo, no podrá concertarse un nuevo período de prueba. Si los contratos formativos son celebrados en fraude de ley o si la empresa incumple sus obligaciones formativas, serán considerados contratos indefinidos de carácter ordinario. Por último, se establecerán requisitos reglamentarios para la celebración de los contratos formativos a través de consulta con las administraciones competentes.","El empresario entregará a la representación legal de los trabajadores una copia básica de todos los contratos que deban celebrarse por escrito, a excepción de los contratos de relación laboral especial de alta dirección"
23,¿Cuáles son los efectos de la nulidad de un contrato de trabajo?," La nulidad de un contrato de trabajo implica que este no tiene efectos legales. En los casos señalados en el contexto, la regulación de las relaciones laborales respetará los derechos básicos reconocidos por la Constitución. El contrato de trabajo se extingue a) por mutuo acuerdo de las partes, b) por causas consignadas en el contrato (salvo que constituyan abuso de derecho manifiesto), c) por expiración del tiempo convenido o determinada por causa de sustitución. En caso de extinción del contrato, la persona trabajadora tiene derecho a recibir una indemnización proporcional a la cantidad que resultaría de abonar doce días de salario por cada año. La nulidad de un contrato no implica automáticamente derecho a indemnizaciones, pero se regirán por la normativa vigente en el momento de su inicio y en caso de expedientes de regulación de empleo existentes antes del 12 de febrero de 2012.","Si resultase nula solo una parte del contrato de trabajo, este permanecerá válido en lo restante, y se entenderá completado con los preceptos jurídicos adecuados conforme a lo dispuesto en el artículo 3.1.
En caso de que el contrato resultase nulo, el trabajador podrá exigir, por el trabajo que ya hubiese prestado, la remuneración consiguiente a un contrato válido.
"
24,¿Qué obligaciones genera al empresario un trabajo en común?," La empresa genera las siguientes obligaciones al trabajar en común:

1. Establecer un nuevo colegio que se adapte a la composición de la empresa, con normas electorales adaptadas a dicho número de colegios.
2. Repartir los puestos del comité proporcionalmente en cada empresa independientemente del lugar donde se encuentren.
3. No obstaculizar el funcionamiento de la empresa o del centro de trabajo ni ocasionar graves perjuicios en su estabilidad económica al no comunicar informaciones específicas relacionadas con secretos industriales, financieros o comerciales cuya divulgación pudiera obstaculizar el funcionamiento de la empresa o del centro de trabajo.","conservará respecto de cada uno, individualmente, sus derechos y deberes."
25,¿Qué efectos despliega un contrato con un grupo de trabajadores?," El contrato con un grupo de treinta trabajadores en empresas que ocupen más de trescientos trabajaдоres despliega una consulta obligatoria de duración no superior a treinta días con los representantes legales de los trabajadores, para abordar posibles medidas de evitar o reducir los despidos colectivos y atenuar sus consecuencias. La comisión negociadora está integrada por un máximo de trece miembros en representación de cada parte.","no tendrá frente a cada uno de sus miembros los derechos y deberes que como tal le competen. El jefe del grupo ostentará la representación de los que lo integren, respondiendo de las obligaciones inherentes a dicha representación."
26,¿Con quién se puede concertar un contrato en prácticas?," Se puede concertar un contrato de prácticas con personas que no posean la cualificación profesional reconocida, pero tengan otros estudios de formación profesional o universitaria, a condición de no haber tenido otro contrato formativo previo en el mismo nivel y sector productivo. Si el contrato se suscribiera en el marco de certificados de profesionalidad de nivel 1 y 2, y programas públicos o privados de formación en alternancia de empleo–formación que formen parte del Catálogo de especialidades formativas del Sistema Nacional de Empleo, solo podrá ser concertado con personas menores de 30 años. El contrato de prácticas puede suspenderse mediante acuerdo mutuo entre las partes o si se consignan causas válidas en el contrato.","con quienes estuvieren en posesión de título universitario o de formación profesional de grado medio o superior o títulos oficialmente reconocidos como equivalentes,"
27,¿Cuáles son las especificidades de un contrato en prácticas? ¿Cuáles son las reglas del contrato en prácticas?,"1. Las especificidades de un contrato en prácticas incluyen que el trabajador no puede superar el sesenta por ciento del tiempo contratado, y debe conocer la hora y día de las horas complementarias con al menos tres días de anticipación.
2. El pacto de horas complementarias puede ser rescindido por el trabajador en circunstancias como atención a responsabilidades familiares, necesidades formativas o incompatibilidad con otro contrato a tiempo parcial, tras un preaviso mínimo de quince días después de cumplidos un año del pacto.
3. En relación con el contrato de trabajo, podrá suspenderse por mutuo acuerdo de las partes o por causas consignadas en el mismo.
4. Los grupos profesionales se definen por aptitudes, titulaciones y contenido general de la prestación, pueden incluir distintas tareas, funciones o responsabilidades asignadas al trabajador. El criterio para definir los grupos profesionales busca garantizar ausencia de sesgos de género en puestos de trabajo.","a) El puesto de trabajo deberá permitir la obtención de la práctica profesional adecuada al nivel de estudios o de formación cursados. 
b) La duración del contrato no podrá ser inferior a seis meses ni exceder de dos años, dentro de cuyos límites los convenios colectivos de ámbito sectorial estatal o, en su defecto, los convenios colectivos sectoriales de ámbito inferior podrán determinar la duración del contrato, atendiendo a las características del sector y de las prácticas a realizar.
c) Ningún trabajador podrá estar contratado en prácticas en la misma o distinta empresa por tiempo superior a dos años en virtud de la misma titulación o certificado de profesionalidad.
d) Salvo lo dispuesto en convenio colectivo, el periodo de prueba no podrá ser superior a un mes para los contratos en prácticas celebrados con trabajadores que estén en posesión de título de grado medio o de certificado de profesionalidad de nivel 1 o 2, ni a dos meses para los contratos en prácticas celebrados con trabajadores que estén en posesión de título de grado superior o de certificado de profesionalidad de nivel 3.

e) La retribución del trabajador será la fijada en convenio colectivo para los trabajadores en prácticas, sin que, en su defecto, pueda ser inferior al sesenta o al setenta y cinco por ciento durante el primero o el segundo año de vigencia del contrato, respectivamente, del salario fijado en convenio para un trabajador que desempeñe el mismo o equivalente puesto de trabajo.

f) Si al término del contrato el trabajador continuase en la empresa no podrá concertarse un nuevo periodo de prueba, computándose la duración de las prácticas a efecto de antigüedad en la empresa.
"
28,¿Qué es un contrato para la formación y el aprendizaje?," Un contrato para la formación y aprendizaje es un tipo de contrato que se establece entre una empresa y un trabajador, específicamente en el caso de los trabajadores con al menos un año de antigüedad en la empresa. Este contrato le proporciona al trabajador derecho a 20 horas anuales de formación profesional vinculada a la actividad de la empresa, acumulables por un periodo de hasta cinco años. El objeto del contrato es obtener la formación profesional para el empleo dentro de un plan de formación desarrollado por la empresa o comprometido por negociación colectiva. También se establece que la duración del contrato será la prevista en el correspondiente plan o programa. La formación teórica y práctica, así como los aspectos relacionados con la financiación de la actividad formativa, se regulan mediante un sistema establecido por ley.", tendrá por objeto la cualificación profesional de los trabajadores en un régimen de alternancia de actividad laboral retribuida en una empresa con actividad formativa recibida en el marco del sistema de formación profesional para el empleo o del sistema educativo. 
29,¿Cuáles son las reglas por las que se rige el contrato para la formación y el aprendizaje?,"1. Los planes formativos individuales se elaborarán con la participación de la empresa, especificando el contenido, calendario y actividades. (e)
2. La formación teórica y práctica son parte sustancial del contrato. (f)
3. El sistema de impartición y las características de la formación se desarrollarán según lo regulado. (g)
4. La duración del contrato será la prevista en el plan o programa correspondiente. (g)
5. El comité de empresa tiene derecho a conocer los documentos relacionados con la empresa y contratos, así como a recibir la copia básica de los mismos. (a-d)
6. En las reducciones de jornada de trabajo o suspensiones de contratos, las empresas pueden desarrollar acciones formativas dirigidas a mejorar las competencias profesionales y la empleabilidad de los trabajadores. (Disposición adicional vigesimoquinta)","a) Se podrá celebrar con trabajadores mayores de dieciséis y menores de veinticinco años que carezcan de la cualificación profesional reconocida por el sistema de formación profesional para el empleo o del sistema educativo requerida para concertar un contrato en prácticas. 
El límite máximo de edad no será de aplicación cuando el contrato se concierte con personas con discapacidad ni con los colectivos en situación de exclusión social 
b) La duración mínima del contrato será de un año y la máxima de tres. No obstante, mediante convenio colectivo podrán establecerse distintas duraciones del contrato,
En caso de que el contrato se hubiera concertado por una duración inferior a la máxima legal o convencionalmente establecida, podrá prorrogarse mediante acuerdo de las partes, hasta por dos veces, sin que la duración de cada prórroga pueda ser inferior a seis meses y sin que la duración total del contrato pueda exceder de dicha duración máxima.

"
30,¿Qué se entiende por contrato a tiempo parcial?," El contrato a tiempo parcial se entiende como un acuerdo entre una empresa y un trabajador por el cual se concierna la prestación de servicios durante una cantidad de horas por día, semana, mes o año inferior a la jornada de trabajo de un trabajador a tiempo completo comparable. El contrato a tiempo parcial puede ser por tiempo indefinido o determinado y se regirá por las siguientes normas específicas establecidas en el artículo 12 de lo dispuesto."," cuando se haya acordado la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable.
se entenderá por «trabajador a tiempo completo comparable» a un trabajador a tiempo completo de la misma empresa y centro de trabajo, con el mismo tipo de contrato de trabajo y que realice un trabajo idéntico o similar. "
31,¿Durante cuánto tiempo puede concertarse un contrato a tiempo parcial?," El contrato a tiempo parcial puede durar tanto como lo acorden las partes, pero no debe exceder la duración máxima establecida por ley. No se especifica una duración máxima en el contexto proporcionado.","podrá concertarse por tiempo indefinido o por duración determinada en los supuestos en los que legalmente se permita 
excepto en el contrato para la formación y el aprendizaje."
32,¿Cuándo se entiende que el contrato a tiempo parcial se celebra por tiempo indefinido?," El contrato a tiempo parcial se entiende como celebrado por tiempo indefinido cuando legalmente se permite la utilización de esta modalidad de contratación. En este caso, el número de horas ordinarias no debe ser superior al sesenta por ciento de las horas ordinarias contratadas a un trabajador a tiempo completo comparable. El contrato deberá formalizarse por escrito y figurar el día y la hora de realización de las horas complementarias pactadas con un preaviso mínimo de tres días, excepto cuando el convenio establezca un plazo inferior. El trabajador debe conocer el día y la hora de realización de las horas complementarias.",cuando se concierte para realizar trabajos fijos y periódicos dentro del volumen normal de actividad de la empresa.
