,question,answer,ground_truth
10,¿Qué valor tienen los usos y costumbres?," Los usos y costumbres laborales solo se aplican en ausencia de disposiciones legales o convencionales específicas. Esto significa que si no hay una ley o contrato que regula una situación, puede existir un uso o costumbre que se aplique en su lugar, siempre y cuando haya una recepción o remisión explícita de dicho uso o costumbre. Los derechos laborales básicos del trabajador son reconocidos por ley y no pueden ser modificados por él ni por su empleador antes o después de su obtención, excepto en caso de que sean indisponibles por convenio colectivo. Los conflictos entre varias normas laborales se resuelven mediante la aplicación del que es más favorable para el trabajador considerado en su conjunto y en cuanto anual con respecto a los conceptos cuantificables.","usos y costumbres solo se aplicarán en defecto de disposiciones legales, convencionales o contractuales, a no ser que cuenten con una recepción o remisión expresa."
11,¿Son renunciables los derechos laborales reconocidos? ¿Se puede disponer de los derechos del trabajador? ¿Se puede compensar económicamente los derechos de los trabajadores? ¿Podrán renunciar de alguno de sus derechos los trabajadores?," Los derechos laborales reconocidos a los trabajadores no son renunciables. También se indica que los trabajadores no pueden disponer de sus derechos antes o después de su adquisición, ni tampoco en cualquier momento posterior si se tratan de derechos reconocidos por leyes de derecho necesario o por convencio colectiva como indisponibles."," trabajadores no podrán disponer válidamente 
derechos que tengan reconocidos por disposiciones legales de derecho necesario. Tampoco podrán disponer válidamente de los derechos reconocidos como indisponibles por convenio colectivo."
12,¿Cuáles son los derechos laborales básicos? ¿Cuáles son los derechos básicos del trabajador?,"1. Los trabajadores tienen derecho a los siguientes elementos básicos:
    - A un trabajo seguro y saludable.
    - A una remuneración equitativa que garantice la supervivencia adecuada de ellos mismos y sus familiares.
    - A descanso y tiempo para su recuperación física e integral.
    - A un nivel mínimo de seguridad social, incluyendo pensión por vejez y en caso de enfermedad o accidente.
    - A las condiciones necesarias para el desarrollo personal y profesional y a ser informados sobre sus derechos y obligaciones laborales.
    - A no sufrir discriminación alguna en la elección, contratación, desempleo o eliminación del trabajo, ni por cualquier motivo que sea ilegal.
    - A organizarse colectivamente en sindicatos para defender sus intereses y garantizar sus derechos.
    - Al respeto a la privacidad y a la no divulgación de información personal sin su consentimiento previo.","a) Trabajo y libre elección de profesión u oficio.
b) Libre sindicación.
c) Negociación colectiva.
d) Adopción de medidas de conflicto colectivo.
e) Huelga.
f) Reunión.
g) Información, consulta y participación en la empresa.
"
13,¿Cuáles son los derechos laborales del trabajador en relación con el trabajo? ¿Qué derechos laborales son reclamables por el trabajador?," El trabajador tiene derecho a ordenar el tiempo de trabajo según lo establecido en la empresa o los convenios colectivos. También puede realizar su trabajo total o parcialmente a distancia o dejar de hacerlo si está establecido, siempre que sea compatible con su puesto y funciones. Los derechos se pueden ejercitar según lo estipulado en los acuerdos entre la empresa y los representantes legales de las personas trabajadoras, o conforme al acuerdo entre la empresa y las personas trabajadoras afectadas.

El salario incluye toda la remuneración económica que el trabajador recibe por la prestación de servicios laborales. El salario en especie (no dinero) no puede superar el 30% de sus percepciones salariales, ni reducir la cuantía integral del salario mínimo interprofesional.

Las indemnizaciones o los gastos realizados como consecuencia de su actividad laboral y las prestaciones e indemnizaciones de la Seguridad Social no tienen consideración de salario.","
a) A la ocupación efectiva.
b) A la promoción y formación profesional en el trabajo, i
c) A no ser discriminados directa o indirectamente para el empleo, 
d) A su integridad física y a una adecuada política de prevención de riesgos laborales.
e) Al respeto de su intimidad y a la consideración debida a su dignidad, 
f) A la percepción puntual de la remuneración pactada o legalmente establecida.
g) Al ejercicio individual de las acciones derivadas de su contrato de trabajo.
h) A cuantos otros se deriven específicamente del contrato de trabajo.
"
14, ¿Cuáles son los deberes laborales de los trabajadores? ¿Cuáles son las obligaciones de los trabajadores? ¿Qué es exigible por parte del trabajador? ," Los trabajadores deben cumplir con las obligaciones específicas de su puesto de trabajo en buena fe y diligencia, observar medidas de prevención de riesgos laborales, seguir las órdenes e instrucciones del empresario en el ejercicio regular de sus facultades directivas, no concurrir con la actividad de la empresa según lo establecido por la ley, contribuir a la mejora de la productividad y cumplir cualquier otra obligación derivada específicamente de su contrato de trabajo. También deben cumplir el ejercicio individual de las acciones derivadas de su contrato de trabajo. Estas son las obligaciones laborales básicas de los trabajadores.","a) Cumplir con las obligaciones concretas de su puesto de trabajo, de conformidad con las reglas de la buena fe y diligencia.
b) Observar las medidas de prevención de riesgos laborales que se adopten.
c) Cumplir las órdenes e instrucciones del empresario en el ejercicio regular de sus facultades directivas.
d) No concurrir con la actividad de la empresa, en los términos fijados en esta ley.
e) Contribuir a la mejora de la productividad.
f) Cuantos se deriven, en su caso, de los respectivos contratos de trabajo.
"
15,¿Cuál es la edad mínima para trabajar?," La edad mínima para trabajar no se establece expresamente en los contextos proporcionados. Sin embargo, la edad mínima para recibir la pensión ordinaria de jubilación puede ser 68 años, y podría disminuir hasta esa edad si las mujeres tienen una tasa de ocupación inferior al 20% en ciertas actividades económicas.",Se prohíbe la admisión al trabajo a los menores de dieciséis años.
16,¿Qué restricciones tienen los mayores de 16 años y menores de 18 años?," La gente mayor de 16 años y menor de 18 años no puede trabajar durante la noche, en actividades o puestos que estén limitados según la Ley 31/1995 de Prevención de Riesgos Laborales. No pueden realizar horas extraordinarias y su participación en espectáculos públicos solo se autorizará en casos excepcionales, siempre que no suponga peligro para su salud ni para su formación profesional y humana. Además, la intervención de los menores de 16 años en espectáculos públicos necesita permiso por escrito.","2. Los trabajadores menores de dieciocho años no podrán realizar trabajos nocturnos ni aquellas actividades o puestos de trabajo respecto a los que se establezcan limitaciones a su contratación 
3. Se prohíbe realizar horas extraordinarias a los menores de dieciocho años.
"
17,¿Pueden los menores de 16 años intervenir en espectáculos públicos?," Los menores de 16 años no pueden intervenir en espectáculos públicos de forma general, salvo que sea en casos excepcionales autorizados por la autoridad laboral. La intervención debe estar sujeta a un permiso escrito y para actos determinados, para garantizar que no se suponga peligro para su salud o formación profesional y humana.","solo se autorizará en casos excepcionales por la autoridad laboral, siempre que no suponga peligro para su salud ni para su formación profesional y humana.
deberá constar por escrito "
18,¿Quién tiene capacidad para contratar la prestación de su trabajo?," Los siguientes grupos tienen capacidad para contratar la prestación de su trabajo, según lo estipulado en el texto:
a) Personas con plena capacidad de obrar conforme al Código Civil.
b) Menores de dieciocho años que vivan independientes y tienen consentimiento de sus padres o tutores, así como menores mayores de dieciséis años que cumplan las mismas condiciones con autorización de la persona o institución que les tiene a su cargo.
c) Extranjeros, en acuerdo con la legislación específica sobre la materia.","a) Quienes tengan plena capacidad de obrar 
b) Los menores de dieciocho y mayores de dieciséis años, que vivan de forma independiente, con consentimiento de sus padres o tutores, o con autorización de la persona o institución que les tenga a su cargo.
c) Los extranjeros, de acuerdo con lo dispuesto en la legislación específica sobre la materia.
"
19,¿Puede ser verbal un contrato de trabajo?," Si, un contrato de trabajo puede ser verbal, pero se recomienda especificarlo en escritura. Un contrato de sustitución se celebra cuando una persona completa la jornada reducida por otra o para cubrir temporalmente un puesto de trabajo durante el proceso de selección o promoción. La duración máxima de este tipo de contratos es de tres meses o el plazo inferior establecido en el convenio colectivo, y una persona que incumpla lo establecido en el artículo adquirirá la condición de fija.", El contrato de trabajo se podrá celebrar por escrito o de palabra.  
20,¿Qué contratos tienen que estar por escrito obligatoriamente?," Los contratos que obligatoriamente deben estar por escrito son los siguientes:
1. Contratos de trabajo cuando así lo exija una disposición legal.
2. Los contratos a tiempo parcial, fijos-discontinuos y de relevo.
3. Los contratos para la realización de una obra o servicio determinado.
4. Los contratos por tiempo determinado cuya duración sea superior a cuatro semanas.
5. Los contratos de trabajo de los pescadores, de los trabajadores que trabajen a distancia y de los trabajadores contratados en España al servicio de empresas españolas en el extranjero.
Si no se cumple la exigencia de forma escrita, el contrato de trabajo se presumirá celebrado por tiempo indefinido y a jornada completa, salvo prueba en contrario que acredite su naturaleza temporal o el carácter a tiempo parcial de los servicios.","cuando así lo exija una disposición legal y, en todo caso, los de prácticas y para la formación y el aprendizaje, los contratos a tiempo parcial, fijos-discontinuos y de relevo, los contratos para la realización de una obra o servicio determinado, los de los trabajadores que trabajen a distancia y los contratados en España al servicio de empresas españolas en el extranjero. 
los contratos por tiempo determinado cuya duración sea superior a cuatro semanas. De no observarse tal exigencia, el contrato se presumirá celebrado por tiempo indefinido y a jornada completa, salvo prueba en contrario "
21,¿Debe comunicar el empresario la contratación de un trabajador?," Sí, el empresario debe comunicar la contratación de un trabajador si se trata de un contrato individual y no de un grupo completo. Si el trabajador asocia a su trabajo un auxiliar o ayudante, el empresario será responsable también de este. En caso de contratos formativos en alternancia, se recomienda comunicar la contratación para cumplir con los términos establecidos en el artículo 11 del acuerdo.","El empresario está obligado a comunicar a la oficina pública de empleo, en el plazo de los diez días siguientes a su concertación "
22,¿Es obligatorio entregar una copia básica de los contratos a los trabajadores?," Sí, el empresario está obligado a entregar una copia básica de todos los contratos que se formalicen por escrito a la representación legal de los trabajadores. Esto no se aplica a los contratos de relación laboral especial de alta dirección.","El empresario entregará a la representación legal de los trabajadores una copia básica de todos los contratos que deban celebrarse por escrito, a excepción de los contratos de relación laboral especial de alta dirección"
23,¿Cuáles son los efectos de la nulidad de un contrato de trabajo?,"1. Una decisión empresarial de despido puede impugnarse mediante acciones previstas en dicho despido. Esto paralizará la tramitación de las acciones individuales iniciadas hasta su resolución.
2. La autoridad laboral puede impugnar los acuerdos adoptados durante el periodo de consultas si estima que se han alcanzado mediante fraude, dolo, coacción o abuso de derecho, lo cual podría llevar a la declaración de nulidad del acuerdo.
3. La autoridad laboral también puede impugnar una decisión extintiva empresarial si se cree que tiene por objeto la obtención indebida de prestaciones por parte de los trabajadores afectados, en caso de inexistencia de la causa motivadora de la situación legal de desempleo.
4. La existencia de fuerza mayor como causa motivadora de la extinción de contratos de trabajo deberá ser constatada por la autoridad laboral, independientemente del número de contratos afectados.","Si resultase nula solo una parte del contrato de trabajo, este permanecerá válido en lo restante, y se entenderá completado con los preceptos jurídicos adecuados conforme a lo dispuesto en el artículo 3.1.
En caso de que el contrato resultase nulo, el trabajador podrá exigir, por el trabajo que ya hubiese prestado, la remuneración consiguiente a un contrato válido.
"
24,¿Qué obligaciones genera al empresario un trabajo en común?," El empresario está obligado a pagar la misma retribución por un trabajo de igual valor sin discriminación por razón de sexo. Debe registrar los valores medios de los salarios, complementos y percepciones extrasalariales de su plantilla. La igualdad de remuneración se determina cuando la naturaleza de las funciones, condiciones educativas, profesionales o de formación, factores de desempeño y condiciones laborales son equivalentes en realidad.","conservará respecto de cada uno, individualmente, sus derechos y deberes."
25,¿Qué efectos despliega un contrato con un grupo de trabajadores?," El contrato con un grupo de trabajadores despliega los derechos y deberes colectivos frente a todos sus miembros, asumiendo el jefe del grupo la representación de todos. También podría haber una relación entre un trabajador y un ayudante conforme al pactado por escrito. El contrato formativo puede ser para la formación en alternancia con trabajo retribuido o para adquirir práctica profesional. El contrato a tiempo parcial se regirá por las siguientes normas, incluyendo que debe formalizarse por escrito y figurar el número de horas ordinarias de trabajo en el contrato.","no tendrá frente a cada uno de sus miembros los derechos y deberes que como tal le competen. El jefe del grupo ostentará la representación de los que lo integren, respondiendo de las obligaciones inherentes a dicha representación."
26,¿Con quién se puede concertar un contrato en prácticas?," Los contratos en prácticas se pueden concertar con una persona o empresa. Si al término del contrato la persona continúa en la empresa, no podrá concertarse un nuevo periodo de prueba, contándose la duración del contrato formativo a efectos de antigüedad en la empresa. Los contratos formativos que se celebran en fraude de ley o cuando la empresa incumple sus obligaciones formativas se entenderán concertados como contratos indefinidos de carácter ordinario. Las personas contratadas para prácticas adquirirán la condición de fijas al finalizar el contrato.","con quienes estuvieren en posesión de título universitario o de formación profesional de grado medio o superior o títulos oficialmente reconocidos como equivalentes,"
27,¿Cuáles son las especificidades de un contrato en prácticas? ¿Cuáles son las reglas del contrato en prácticas?,"1. El contrato de prácticas es un contrato formativo que tiene una duración limitada y tiene como fin la formación de la persona en el ámbito laboral.
2. Si al finalizar el contrato la persona continúa en la empresa, no podrá concertarse un nuevo período de prueba y se computará la duración del contrato formativo a efectos de antigüedad en la empresa.
3. Los contratos formativos celebrados en fraude de ley o aquellos respecto de los cuales la empresa incumpla sus obligaciones formativas se entenderán concertados como contratos indefinidos de carácter ordinario.
4. Reglamentariamente se establecerán requisitos para la celebración de contratos formativos, tales como el número de contratos por tamaño de centro de trabajo, las personas en formación por tutor o tutora, o las exigencias en relación con la estabilidad de la plantilla.
5. Estas reglas y especificidades son establecidas en la legislación consolidada del Estado.","a) El puesto de trabajo deberá permitir la obtención de la práctica profesional adecuada al nivel de estudios o de formación cursados. 
b) La duración del contrato no podrá ser inferior a seis meses ni exceder de dos años, dentro de cuyos límites los convenios colectivos de ámbito sectorial estatal o, en su defecto, los convenios colectivos sectoriales de ámbito inferior podrán determinar la duración del contrato, atendiendo a las características del sector y de las prácticas a realizar.
c) Ningún trabajador podrá estar contratado en prácticas en la misma o distinta empresa por tiempo superior a dos años en virtud de la misma titulación o certificado de profesionalidad.
d) Salvo lo dispuesto en convenio colectivo, el periodo de prueba no podrá ser superior a un mes para los contratos en prácticas celebrados con trabajadores que estén en posesión de título de grado medio o de certificado de profesionalidad de nivel 1 o 2, ni a dos meses para los contratos en prácticas celebrados con trabajadores que estén en posesión de título de grado superior o de certificado de profesionalidad de nivel 3.

e) La retribución del trabajador será la fijada en convenio colectivo para los trabajadores en prácticas, sin que, en su defecto, pueda ser inferior al sesenta o al setenta y cinco por ciento durante el primero o el segundo año de vigencia del contrato, respectivamente, del salario fijado en convenio para un trabajador que desempeñe el mismo o equivalente puesto de trabajo.

f) Si al término del contrato el trabajador continuase en la empresa no podrá concertarse un nuevo periodo de prueba, computándose la duración de las prácticas a efecto de antigüedad en la empresa.
"
28,¿Qué es un contrato para la formación y el aprendizaje?," Un contrato para la formación y el aprendizaje es un tipo de contrato laboral, que consta por escrito en todos los casos y que regula la relación entre una persona (el empleador) que provee una oportunidad de educación o entrenamiento, y otra (el aprendiz) que lo recibe a cambio de una remuneración.", tendrá por objeto la cualificación profesional de los trabajadores en un régimen de alternancia de actividad laboral retribuida en una empresa con actividad formativa recibida en el marco del sistema de formación profesional para el empleo o del sistema educativo. 
29,¿Cuáles son las reglas por las que se rige el contrato para la formación y el aprendizaje?," Las reglas que rigen el contrato para la formación y el aprendizaje son las que están establecidas en el artículo 11.2 de la ley, a partir del 31 de agosto de 2011, salvo que esas normas no se opongan o contradigan lo establecido en el mismo. Anteriormente a esta fecha, las normas específicas aplicables a cada modalidad contractual vigente al momento de celebrar el contrato se seguirían aplicando, salvo que otra cosa se hubiera establecido legalmente.","a) Se podrá celebrar con trabajadores mayores de dieciséis y menores de veinticinco años que carezcan de la cualificación profesional reconocida por el sistema de formación profesional para el empleo o del sistema educativo requerida para concertar un contrato en prácticas. 
El límite máximo de edad no será de aplicación cuando el contrato se concierte con personas con discapacidad ni con los colectivos en situación de exclusión social 
b) La duración mínima del contrato será de un año y la máxima de tres. No obstante, mediante convenio colectivo podrán establecerse distintas duraciones del contrato,
En caso de que el contrato se hubiera concertado por una duración inferior a la máxima legal o convencionalmente establecida, podrá prorrogarse mediante acuerdo de las partes, hasta por dos veces, sin que la duración de cada prórroga pueda ser inferior a seis meses y sin que la duración total del contrato pueda exceder de dicha duración máxima.

"
30,¿Qué se entiende por contrato a tiempo parcial?," El contrato a tiempo parcial es un tipo de contrato que se regula por las siguientes reglas: se debe formalizar por escrito, debe especificar el número de horas ordinarias de trabajo y puede ser indefinido o con duración determinada. Se entiende como trabajador a tiempo parcial comparables a los trabajadores a tiempo completo de la misma empresa que realicen un trabajo idéntico o similar, o si no hay ningún trabajador comparable a tiempo completo, se considerará la jornada a tiempo completo prevista en el convenio colectivo de aplicación o la jornada máxima legal."," cuando se haya acordado la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable.
se entenderá por «trabajador a tiempo completo comparable» a un trabajador a tiempo completo de la misma empresa y centro de trabajo, con el mismo tipo de contrato de trabajo y que realice un trabajo idéntico o similar. "
31,¿Durante cuánto tiempo puede concertarse un contrato a tiempo parcial?, El contrato a tiempo parcial puede concertarse por tiempo indefinido o por duración determinada en los casos donde legalmente se permite la utilización de este tipo de contratación. No se especifica un límite de tiempo máximo para el contrato a tiempo parcial.,"podrá concertarse por tiempo indefinido o por duración determinada en los supuestos en los que legalmente se permita 
excepto en el contrato para la formación y el aprendizaje."
32,¿Cuándo se entiende que el contrato a tiempo parcial se celebra por tiempo indefinido?," Cuando no hay acuerdo explícito sobre una duración específica para un contrato a tiempo parcial, se considera que el contrato es de carácter indefinido.",cuando se concierte para realizar trabajos fijos y periódicos dentro del volumen normal de actividad de la empresa.
33,¿Cuáles son las especificidades de un contrato a tiempo parcial? ¿Cuáles son las reglas del contrato a tiempo parcial?,"1. El contrato a tiempo parcial es aquel en que se acuerda la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable.
2. Las empresas pueden solicitar información relativa a si las personas a las que pretenden contratar han estado previamente contratadas bajo esta modalidad y la duración de estas contrataciones, para evitar exceder la duración máxima del contrato.
3. El artículo 12 también menciona el contrato de relevo, pero no se proporcionan especificidades en el contexto brindado."," se deberá formalizar necesariamente por escrito.deberá figurar el número de horas ordinarias de trabajo al día, a la semana, al mes o al año contratadas, así como el modo de su distribución según lo previsto en convenio colectivo.
De no observarse estas exigencias, el contrato se presumirá celebrado a jornada completa, salvo prueba en contrario 
b) Cuando el contrato a tiempo parcial conlleve la ejecución de una jornada diaria inferior a la de los trabajadores a tiempo completo y esta se realice de forma partida, solo será posible efectuar una única interrupción en dicha jornada diaria, 
c) Los trabajadores a tiempo parcial no podrán realizar horas extraordinarias, salvo en los supuestos a los que se refiere el artículo 35.3.
la suma de las horas ordinarias y complementarias, incluidas las previamente pactadas y las voluntarias, no podrá exceder del límite legal del trabajo a tiempo parcial 
se registrará día a día y se totalizará mensualmente, entregando copia al trabajador, junto con el recibo de salarios, del resumen de todas las horas realizadas en cada mes, 
El empresario deberá conservar los resúmenes mensuales de los registros de jornada durante un periodo mínimo de cuatro años.

En caso de incumplimiento de las referidas obligaciones de registro, el contrato se presumirá celebrado a jornada completa, salvo prueba en contrario 
d) Los trabajadores a tiempo parcial tendrán los mismos derechos que los trabajadores a tiempo completo. 
e) La conversión de un trabajo a tiempo completo en un trabajo parcial y viceversa tendrá siempre carácter voluntario para el trabajador y no se podrá imponer de forma unilateral o como consecuencia de una modificación sustancial de condiciones de trabajo
El trabajador no podrá ser despedido ni sufrir ningún otro tipo de sanción o efecto perjudicial por el hecho de rechazar esta conversión, "
34,¿Qué se entiende por horas complementarias?," Horas complementarias son las horas de trabajo adicionales que se realizan en el período de tiempo que está por encima de la jornada ordinaria. Solo es posible realizar una única interrupción diaria en la jornada diaria parcial, salvo que se disponga otra cosa mediante convenio colectivo. Los trabajadores a tiempo parcial no pueden realizar horas extraordinarias, excepto en los supuestos especificados en el artículo 35. La realización de horas complementarias está regulada por lo establecido en el apartado 5 y las reglas para ellas están definidas en el artículo 35. El número máximo de horas extraordinarias que se pueden realizar al año es de ochenta, exceptuando ciertos casos específicos.",Se consideran horas complementarias las realizadas como adición a las horas ordinarias pactadas en el contrato a tiempo parcial.
