,id_original,original,expandida,ground_truth
16,76,¿cuáles son las características de la jornada de trabajo?,¿cuáles son las características de la jornada?,"1. La duración de la jornada de trabajo será la pactada en los convenios colectivos o contratos de trabajo.

La duración máxima de la jornada ordinaria de trabajo será de cuarenta horas semanales de trabajo efectivo de promedio en cómputo anual.

2. Mediante convenio colectivo o, en su defecto, por acuerdo entre la empresa y los representantes de los trabajadores, se podrá establecer la distribución irregular de la jornada a lo largo del año. En defecto de pacto, la empresa podrá distribuir de manera irregular a lo largo del año el diez por ciento de la jornada de trabajo.

 deberá respetar en todo caso los periodos mínimos de descanso diario y semanal previstos en la ley y el trabajador deberá conocer con un preaviso mínimo de cinco días el día y la hora de la prestación de trabajo resultante de aquella.

La compensación de las diferencias, por exceso o por defecto, entre la jornada realizada y la duración máxima de la jornada ordinaria de trabajo legal o pactada será exigible según lo acordado en convenio colectivo o, a falta de previsión al respecto, por acuerdo entre la empresa y los representantes de los trabajadores. En defecto de pacto, las diferencias derivadas de la distribución irregular de la jornada deberán quedar compensadas en el plazo de doce meses desde que se produzcan.

3. Entre el final de una jornada y el comienzo de la siguiente mediarán, como mínimo, doce horas.

El número de horas ordinarias de trabajo efectivo no podrá ser superior a nueve diarias, salvo que por convenio colectivo o, en su defecto, acuerdo entre la empresa y los representantes de los trabajadores, se establezca otra distribución del tiempo de trabajo diario, respetando en todo caso el descanso entre jornadas.

Los trabajadores menores de dieciocho años no podrán realizar más de ocho horas diarias de trabajo efectivo,

4. Siempre que la duración de la jornada diaria continuada exceda de seis horas, deberá establecerse un periodo de descanso durante la misma de duración no inferior a quince minutos. 
"
17,77,"¿el trabajador tiene derecho a adaptar la jornada de trabajo para conciliar su vida personal, familiar y laboral?","¿el trabajador tiene derecho a adaptar la jornada para conciliar su vida personal, familiar y laboral?","El trabajador tendrá derecho a adaptar la duración y distribución de la jornada de trabajo para hacer efectivo su derecho a la conciliación de la vida personal, familiar y laboral 

A tal fin, se promoverá la utilización de la jornada continuada, el horario flexible u otros modos de organización del tiempo de trabajo "
18,100,¿qué se entiende por reducción de jornada de trabajo?,¿qué se entiende por reducción de jornada?,"Se entenderá por reducción de jornada la disminución temporal de entre un diez y un setenta por ciento de la jornada de trabajo computada sobre la base de una jornada diaria, semanal, mensual o anual. Durante el periodo de reducción de jornada no podrán realizarse horas extraordinarias salvo fuerza mayor."
19,76,¿cuáles son las características de la jornada de trabajo?,¿cuáles son las características de la jornada laboral?,"1. La duración de la jornada de trabajo será la pactada en los convenios colectivos o contratos de trabajo.

La duración máxima de la jornada ordinaria de trabajo será de cuarenta horas semanales de trabajo efectivo de promedio en cómputo anual.

2. Mediante convenio colectivo o, en su defecto, por acuerdo entre la empresa y los representantes de los trabajadores, se podrá establecer la distribución irregular de la jornada a lo largo del año. En defecto de pacto, la empresa podrá distribuir de manera irregular a lo largo del año el diez por ciento de la jornada de trabajo.

 deberá respetar en todo caso los periodos mínimos de descanso diario y semanal previstos en la ley y el trabajador deberá conocer con un preaviso mínimo de cinco días el día y la hora de la prestación de trabajo resultante de aquella.

La compensación de las diferencias, por exceso o por defecto, entre la jornada realizada y la duración máxima de la jornada ordinaria de trabajo legal o pactada será exigible según lo acordado en convenio colectivo o, a falta de previsión al respecto, por acuerdo entre la empresa y los representantes de los trabajadores. En defecto de pacto, las diferencias derivadas de la distribución irregular de la jornada deberán quedar compensadas en el plazo de doce meses desde que se produzcan.

3. Entre el final de una jornada y el comienzo de la siguiente mediarán, como mínimo, doce horas.

El número de horas ordinarias de trabajo efectivo no podrá ser superior a nueve diarias, salvo que por convenio colectivo o, en su defecto, acuerdo entre la empresa y los representantes de los trabajadores, se establezca otra distribución del tiempo de trabajo diario, respetando en todo caso el descanso entre jornadas.

Los trabajadores menores de dieciocho años no podrán realizar más de ocho horas diarias de trabajo efectivo,

4. Siempre que la duración de la jornada diaria continuada exceda de seis horas, deberá establecerse un periodo de descanso durante la misma de duración no inferior a quince minutos. 
"
20,77,"¿el trabajador tiene derecho a adaptar la jornada de trabajo para conciliar su vida personal, familiar y laboral?","¿el trabajador tiene derecho a adaptar la jornada laboral para conciliar su vida personal, familiar y laboral?","El trabajador tendrá derecho a adaptar la duración y distribución de la jornada de trabajo para hacer efectivo su derecho a la conciliación de la vida personal, familiar y laboral 

A tal fin, se promoverá la utilización de la jornada continuada, el horario flexible u otros modos de organización del tiempo de trabajo "
21,100,¿qué se entiende por reducción de jornada de trabajo?,¿qué se entiende por reducción de jornada laboral?,"Se entenderá por reducción de jornada la disminución temporal de entre un diez y un setenta por ciento de la jornada de trabajo computada sobre la base de una jornada diaria, semanal, mensual o anual. Durante el periodo de reducción de jornada no podrán realizarse horas extraordinarias salvo fuerza mayor."
22,24,¿qué obligaciones genera al empresario un trabajo en común?,¿qué obligaciones genera al empresario un empleo en común?,"conservará respecto de cada uno, individualmente, sus derechos y deberes."
23,38,¿qué se entiende por trabajo a distancia?,¿qué se entiende por empleo a distancia?,"aquel en que la prestación de la actividad laboral se realice de manera preponderante en el domicilio del trabajador o en el lugar libremente elegido por este, de modo alternativo a su desarrollo presencial en el centro de trabajo de la empresa."
24,46,¿qué tipos de trabajo se pueden realizar respecto a la duración del contrato?,¿qué tipos de empleo se pueden realizar respecto a la duración del contrato?,El contrato de trabajo podrá concertarse por tiempo indefinido o por una duración determinada.
25,77,"¿el trabajador tiene derecho a adaptar la jornada de trabajo para conciliar su vida personal, familiar y laboral?","¿el trabajador tiene derecho a adaptar la jornada de empleo para conciliar su vida personal, familiar y laboral?","El trabajador tendrá derecho a adaptar la duración y distribución de la jornada de trabajo para hacer efectivo su derecho a la conciliación de la vida personal, familiar y laboral 

A tal fin, se promoverá la utilización de la jornada continuada, el horario flexible u otros modos de organización del tiempo de trabajo "
26,79,¿qué se entiende como trabajo nocturno?,¿qué se entiende como empleo nocturno?,Se considera trabajo nocturno el realizado entre las diez de la noche y las seis de la mañana.
27,81,¿qué se considera trabajo a turnos?,¿qué se considera empleo a turnos?,"Se considera trabajo a turnos toda forma de organización del trabajo en equipo según la cual los trabajadores ocupan sucesivamente los mismos puestos de trabajo, según un cierto ritmo, continuo o discontinuo, implicando para el trabajador la necesidad de prestar sus servicios en horas diferentes en un periodo determinado de días o de semanas.
"
28,84,¿puede el trabajador ausentarse del trabajo con derecho a remuneración?,¿puede el trabajador ausentarse del empleo con derecho a remuneración?,"a) Quince días naturales en caso de matrimonio.

b) Dos días por el nacimiento de hijo y por el fallecimiento, accidente o enfermedad graves, hospitalización o intervención quirúrgica sin hospitalización que precise reposo domiciliario, de parientes hasta el segundo grado de consanguinidad o afinidad. Cuando con tal motivo el trabajador necesite hacer un desplazamiento al efecto, el plazo será de cuatro días.

c) Un día por traslado del domicilio habitual.

d) Por el tiempo indispensable, para el cumplimiento de un deber inexcusable de carácter público y personal, comprendido el ejercicio del sufragio activo. Cuando conste en una norma legal o convencional un periodo determinado, se estará a lo que esta disponga en cuanto a duración de la ausencia y a su compensación económica.
"
29,87,¿cuándo se puede trasladar a un trabajador que no haya sido contratado para prestar sus servicios con centros de trabajo móviles o itinerantes?,¿cuándo se puede trasladar a un trabajador que no haya sido contratado para prestar sus servicios con centros de empleo móviles o itinerantes?,"El traslado de trabajadores que no hayan sido contratados específicamente para prestar sus servicios en empresas con centros de trabajo móviles o itinerantes a un centro de trabajo distinto de la misma empresa que exija cambios de residencia requerirá la existencia de razones económicas, técnicas, organizativas o de producción que lo justifiquen. Se consideraran tales las que estén relacionadas con la competitividad, productividad u organización técnica o del trabajo en la empresa, así como las contrataciones referidas a la actividad empresarial.

La decisión de traslado deberá ser notificada por el empresario al trabajador, así como a sus representantes legales, con una antelación mínima de treinta días a la fecha de su efectividad.

Notificada la decisión de traslado, el trabajador tendrá derecho a optar entre el traslado, percibiendo una compensación por gastos, o la extinción de su contrato, percibiendo una indemnización de veinte días de salario por año de servicio, prorrateándose por meses los periodos de tiempo inferiores a un año y con un máximo de doce mensualidades. "
30,88,¿cuándo podrá acordar modificaciones sustanciales de las condiciones de trabajo la dirección de la empresa?,¿cuándo podrá acordar modificaciones sustanciales de las condiciones de empleo la dirección de la empresa?,"La dirección de la empresa podrá acordar modificaciones sustanciales de las condiciones de trabajo cuando existan probadas razones económicas, técnicas, organizativas o de producción. Se considerarán tales las que estén relacionadas con la competitividad, productividad u organización técnica o del trabajo en la empresa."
31,102,¿qué trámites debe hacer el empresario a causa de la extinción del contrato de trabajo de un trabajador?,¿qué trámites debe hacer el empresario a causa de la extinción del contrato de empleo de un trabajador?,"El empresario, con ocasión de la extinción del contrato, al comunicar a los trabajadores la denuncia, o, en su caso, el preaviso de la extinción del mismo, deberá acompañar una propuesta del documento de liquidación de las cantidades adeudadas.

El trabajador podrá solicitar la presencia de un representante legal de los trabajadores en el momento de proceder a la firma del recibo del finiquito, haciéndose constar en el mismo el hecho de su firma en presencia de un representante legal de los trabajadores, o bien que el trabajador no ha hecho uso de esta posibilidad. 
"
32,109,¿cuáles son los requisitos en el caso de extinción del contrato de trabajo por causas objetivas?,¿cuáles son los requisitos en el caso de extinción del contrato de empleo por causas objetivas?,"La adopción del acuerdo de extinción al amparo de lo prevenido en el artículo anterior exige la observancia de los requisitos siguientes:

a) Comunicación escrita al trabajador expresando la causa.

b) Poner a disposición del trabajador, simultáneamente a la entrega de la comunicación escrita, la indemnización de veinte días por año de servicio, prorrateándose por meses los periodos de tiempo inferiores a un año y con un máximo de doce mensualidades.

Cuando la decisión extintiva se fundase en el artículo 52.c), con alegación de causa económica, y como consecuencia de tal situación económica no se pudiera poner a disposición del trabajador la indemnización a que se refiere el párrafo anterior, el empresario, haciéndolo constar en la comunicación escrita, podrá dejar de hacerlo, sin perjuicio del derecho del trabajador de exigir de aquel su abono cuando tenga efectividad la decisión extintiva.

c) Concesión de un plazo de preaviso de quince días, computado desde la entrega de la comunicación personal al trabajador hasta la extinción del contrato de trabajo. En el supuesto contemplado en el artículo 52.c), del escrito de preaviso se dará copia a la representación legal de los trabajadores para su conocimiento.

2. Durante el periodo de preaviso el trabajador, o su representante legal si se trata de una persona con discapacidad que lo tuviera, tendrá derecho, sin pérdida de su retribución, a una licencia de seis horas semanales con el fin de buscar nuevo empleo.

3. Contra la decisión extintiva podrá recurrir como si se tratase de despido disciplinario.

4. Cuando la decisión extintiva del empresario tuviera como móvil algunas de las causas de discriminación prohibidas en la Constitución o en la ley o bien se hubiera producido con violación de derechos fundamentales y libertades públicas del trabajador, la decisión extintiva será nula, debiendo la autoridad judicial hacer tal declaración de oficio.
"
33,143,¿cómo se regula el trabajo por cuenta propia?,¿cómo se regula el empleo por cuenta propia?,"El trabajo realizado por cuenta propia no estará sometido a la legislación laboral, excepto en aquellos aspectos que por precepto legal se disponga expresamente."
34,133,¿qué es un convenio colectivo?,¿qué es un acuerdo colectivo?,"1. Los convenios colectivos, como resultado de la negociación desarrollada por los representantes de los trabajadores y de los empresarios, constituyen la expresión del acuerdo libremente adoptado por ellos en virtud de su autonomía colectiva.

2. Mediante los convenios colectivos, y en su ámbito correspondiente, los trabajadores y empresarios regulan las condiciones de trabajo y de productividad. Igualmente podrán regular la paz laboral a través de las obligaciones que se pacten.

3. Los convenios colectivos regulados por esta ley obligan a todos los empresarios y trabajadores incluidos dentro de su ámbito de aplicación y durante todo el tiempo de su vigencia.
"
35,136,¿cuál es la vigencia de un convenio colectivo?,¿cuál es la vigencia de un acuerdo colectivo?,"1. Corresponde a las partes negociadoras establecer la duración de los convenios, pudiendo eventualmente pactarse distintos periodos de vigencia para cada materia o grupo homogéneo de materias dentro del mismo convenio.

Durante la vigencia del convenio colectivo, los sujetos que reúnan los requisitos de legitimación previstos en los artículos 87 y 88 podrán negociar su revisión.

2. Salvo pacto en contrario, los convenios colectivos se prorrogarán de año en año si no mediara denuncia expresa de las partes.

3. La vigencia de un convenio colectivo, una vez denunciado y concluida la duración pactada, se producirá en los términos que se hubiesen establecido en el propio convenio.

Durante las negociaciones para la renovación de un convenio colectivo, en defecto de pacto, se mantendrá su vigencia, si bien las cláusulas convencionales por las que se hubiera renunciado a la huelga durante la vigencia de un convenio decaerán a partir de su denuncia. Las partes podrán adoptar acuerdos parciales para la modificación de alguno o algunos de sus contenidos prorrogados con el fin de adaptarlos a las condiciones en las que, tras la terminación de la vigencia pactada, se desarrolle la actividad en el sector o en la empresa. Estos acuerdos tendrán la vigencia que las partes determinen.

Mediante los acuerdos interprofesionales de ámbito estatal o autonómico, previstos en el artículo 83, se deberán establecer procedimientos de aplicación general y directa para solventar de manera efectiva las discrepancias existentes tras el transcurso del procedimiento de negociación sin alcanzarse un acuerdo, incluido el compromiso previo de someter las discrepancias a un arbitraje, en cuyo caso el laudo arbitral tendrá la misma eficacia jurídica que los convenios colectivos y solo será recurrible conforme al procedimiento y en base a los motivos establecidos en el artículo 91. Dichos acuerdos interprofesionales deberán especificar los criterios y procedimientos de desarrollo del arbitraje, expresando en particular para el caso de imposibilidad de acuerdo en el seno de la comisión negociadora el carácter obligatorio o voluntario del sometimiento al procedimiento arbitral por las partes; en defecto de pacto específico sobre el carácter obligatorio o voluntario del sometimiento al procedimiento arbitral, se entenderá que el arbitraje tiene carácter obligatorio.

Transcurrido un año desde la denuncia del convenio colectivo sin que se haya acordado un nuevo convenio o dictado un laudo arbitral, aquel perderá, salvo pacto en contrario, vigencia y se aplicará, si lo hubiere, el convenio colectivo de ámbito superior que fuera de aplicación.

4. El convenio que sucede a uno anterior deroga en su integridad a este último, salvo los aspectos que expresamente se mantengan.
"
36,137,¿quién está legitimado para negociar un convenio colectivo?,¿quién está legitimado para negociar un acuerdo colectivo?,"1. En representación de los trabajadores estarán legitimados para negociar en los convenios de empresa y de ámbito inferior, el comité de empresa, los delegados de personal, en su caso, o las secciones sindicales si las hubiere que, en su conjunto, sumen la mayoría de los miembros del comité.

La intervención en la negociación corresponderá a las secciones sindicales cuando estas así lo acuerden, siempre que sumen la mayoría de los miembros del comité de empresa o entre los delegados de personal.

Cuando se trate de convenios para un grupo de empresas, así como en los convenios que afecten a una pluralidad de empresas vinculadas por razones organizativas o productivas y nominativamente identificadas en su ámbito de aplicación, la legitimación para negociar en representación de los trabajadores será la que se establece en el apartado 2 para la negociación de los convenios sectoriales.

2. En los convenios sectoriales estarán legitimados para negociar en representación de los trabajadores:

a) Los sindicatos que tengan la consideración de más representativos a nivel estatal, así como, en sus respectivos ámbitos, las organizaciones sindicales afiliadas, federadas o confederadas a los mismos.

b) Los sindicatos que tengan la consideración de más representativos a nivel de comunidad autónoma respecto de los convenios que no trasciendan de dicho ámbito territorial, así como, en sus respectivos ámbitos, las organizaciones sindicales afiliadas, federadas o confederadas a los mismos.

c) Los sindicatos que cuenten con un mínimo del diez por ciento de los miembros de los comités de empresa o delegados de personal en el ámbito geográfico y funcional al que se refiera el convenio.

3. En representación de los empresarios estarán legitimados para negociar:

a) En los convenios de empresa o ámbito inferior, el propio empresario.

b) En los convenios de grupo de empresas y en los que afecten a una pluralidad de empresas vinculadas por razones organizativas o productivas y nominativamente identificadas en su ámbito de aplicación, la representación de dichas empresas.

c) En los convenios colectivos sectoriales, las asociaciones empresariales que en el ámbito geográfico y funcional del convenio cuenten con el diez por ciento de los empresarios, en el sentido del artículo 1.2, y siempre que estas den ocupación a igual porcentaje de los trabajadores afectados, así como aquellas asociaciones empresariales que en dicho ámbito den ocupación al quince por ciento de los trabajadores afectados.

"
37,139,¿cómo se tramita el convenio colectivo?,¿cómo se tramita el acuerdo colectivo?,"1. La representación de los trabajadores, o de los empresarios, que promueva la negociación, lo comunicará a la otra parte, expresando detalladamente en la comunicación, que deberá hacerse por escrito, la legitimación que ostenta de conformidad con los artículos anteriores, los ámbitos del convenio y las materias objeto de negociación. En el supuesto de que la promoción sea el resultado de la denuncia de un convenio colectivo vigente, la comunicación deberá efectuarse simultáneamente con el acto de la denuncia. De esta comunicación se enviará copia, a efectos de registro, a la autoridad laboral correspondiente en función del ámbito territorial del convenio.

2. En el plazo máximo de un mes a partir de la recepción de la comunicación, se procederá a constituir la comisión negociadora; la parte receptora de la comunicación deberá responder a la propuesta de negociación y ambas partes establecerán un calendario o plan de negociación.

3. Los acuerdos de la comisión requerirán, en cualquier caso, el voto favorable de la mayoría de cada una de las dos representaciones.

4. En cualquier momento de las deliberaciones, las partes podrán acordar la intervención de un mediador designado por ellas.
"
